"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"CO [l/min]";"CI [l/min/m^2]";"SV [ml]";"SI [ml/m^2]";"SVR [dyn*s/cm^5]";"SVRI [dyn*s*m^2/cm^5]";"PPV [%]";"SVV [%]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"CO cal [l/min]";"Height Offset [cm]";"CVP [mmHg]";
23.58;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
33.58;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
44.58;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
50.12;112;94;83;71;;;;;;;;;;;;;;;
51.10;111;92;82;71;;;;;;;;;;;;;;;
52.06;111;92;84;62;;;;;;;;;;;;;;;
53.03;112;93;84;62;;;;;;;;;;;;;;;
54.02;112;93;85;61;;;;;;;;;;;;;;;
55.03;109;93;85;59;;;;;;;;;;;;;;;
55.96;104;95;89;65;;;;;;;;;;;;;;;
62.58;75;75;75;-0;;;;;;;;;;;;;;;
70.08;73;73;73;-0;;;;;;;;;;;;;;;
72.79;99;77;72;-0;;;;;;;;;;;;;;;
73.69;92;83;77;72;;;;;;;;;;;;;;;
74.63;96;87;81;64;;;;;;;;;;;;;;;
75.63;89;84;81;58;;;;;;;;;;;;;;;
76.54;94;84;78;67;;;;;;;;;;;;;;;
77.50;98;88;81;63;;;;;;;;;;;;;;;
78.48;99;91;85;61;;;;;;;;;;;;;;;
79.34;107;95;86;70;;;;;;;;;;;;;;;
80.26;114;102;95;66;;;;;;;;;;;;;;;
81.21;116;106;100;62;;;;;;;;;;;;;;;
82.07;119;108;102;69;;;;;;;;;;;;;;;
82.96;121;108;101;67;;;;;;;;;;;;;;;
83.87;122;110;102;66;;;;;;;;;;;;;;;
84.77;123;110;103;66;;;;;;;;;;;;;;;
85.65;124;111;103;69;;;;;;;;;;;;;;;
86.56;124;111;103;66;;;;;;;;;;;;;;;
87.49;123;109;102;65;;;;;;;;;;;;;;;
88.36;122;109;102;69;;;;;;;;;;;;;;;
89.25;123;109;101;67;;;;;;;;;;;;;;;
