"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"CO [l/min]";"CI [l/min/m^2]";"SV [ml]";"SI [ml/m^2]";"SVR [dyn*s/cm^5]";"SVRI [dyn*s*m^2/cm^5]";"PPV [%]";"SVV [%]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"CO cal [l/min]";"Height Offset [cm]";"CVP [mmHg]";
17.64;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
27.64;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
38.64;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
43.58;111;90;78;77;;;;;;;;;;;;;;;
44.33;111;90;80;77;;;;;;;;;;;;;;;
45.09;113;91;79;77;;;;;;;;;;;;;;;
45.87;113;91;79;77;;;;;;;;;;;;;;;
46.66;112;90;79;76;;;;;;;;;;;;;;;
47.43;112;90;79;78;;;;;;;;;;;;;;;
48.22;113;90;78;76;;;;;;;;;;;;;;;
49.02;113;90;78;74;;;;;;;;;;;;;;;
49.80;107;91;80;78;;;;;;;;;;;;;;;
50.58;104;92;85;76;;;;;;;;;;;;;;;
57.14;54;54;54;-0;;;;;;;;;;;;;;;
59.88;95;61;53;-0;;;;;;;;;;;;;;;
60.66;65;60;58;76;;;;;;;;;;;;;;;
61.44;72;63;59;78;;;;;;;;;;;;;;;
62.24;70;62;58;74;;;;;;;;;;;;;;;
63.04;78;67;61;76;;;;;;;;;;;;;;;
63.82;81;71;65;78;;;;;;;;;;;;;;;
64.62;90;77;67;75;;;;;;;;;;;;;;;
65.43;95;85;76;73;;;;;;;;;;;;;;;
66.21;101;90;81;77;;;;;;;;;;;;;;;
66.97;105;93;85;79;;;;;;;;;;;;;;;
67.68;111;95;84;84;;;;;;;;;;;;;;;
68.42;115;98;87;81;;;;;;;;;;;;;;;
69.17;117;100;89;80;;;;;;;;;;;;;;;
69.89;120;100;90;83;;;;;;;;;;;;;;;
70.66;120;100;90;78;;;;;;;;;;;;;;;
71.46;120;100;90;76;;;;;;;;;;;;;;;
72.23;121;99;89;77;;;;;;;;;;;;;;;
73.01;120;100;89;77;;;;;;;;;;;;;;;
73.80;122;100;89;77;;;;;;;;;;;;;;;
74.58;122;99;89;76;;;;;;;;;;;;;;;
75.35;122;100;89;78;;;;;;;;;;;;;;;
76.13;124;100;89;77;;;;;;;;;;;;;;;
76.91;122;100;89;77;;;;;;;;;;;;;;;
77.67;121;100;90;79;;;;;;;;;;;;;;;
78.44;123;100;89;78;;;;;;;;;;;;;;;
79.21;123;100;89;78;;;;;;;;;;;;;;;
79.98;121;99;89;78;;;;;;;;;;;;;;;
80.73;120;99;89;80;;;;;;;;;;;;;;;
81.51;122;99;88;77;;;;;;;8;;;;;;;;
82.30;119;98;86;76;;;;;;;8;;;;;;;;
83.07;114;95;85;78;;;;;;;8;;;;;;;;
83.86;112;92;81;77;;;;;;;8;;;;;;;;
84.66;110;90;79;75;;;;;;;8;;;;;;;;
85.44;107;89;78;77;;;;;;;8;;;;;;;;
86.22;106;87;76;77;;;;;;;8;;;;;;;;
87.00;106;87;76;78;;;;;;;8;;;;;;;;
87.77;105;87;76;77;;;;;;;8;;;;;;;;
88.08;;;;;;;;;;;;;113;58;"internal";;;;
88.49;104;87;78;82;;;;;;;8;;;;;;;;
89.23;107;89;78;82;;;;;;;9;;;;;;;;
89.98;109;91;79;80;;;;;;;9;;;;;;;;
90.76;111;92;81;77;;;;;;;9;;;;;;;;
91.53;112;93;82;78;;;;;;;9;;;;;;;;
92.34;113;93;81;74;;;;;;;9;;;;;;;;
93.19;113;91;79;71;;;;;;;9;;;;;;;;
94.02;111;89;78;71;;;;;;;9;;;;;;;;
94.84;109;87;76;73;;;;;;;9;;;;;;;;
95.69;109;86;74;71;;;;;;;9;;;;;;;;
96.53;106;84;73;71;;;;;;;9;;;;;;;;
97.32;105;84;73;76;;;;;;;9;;;;;;;;
98.10;107;85;73;77;;;;;;;9;;;;;;;;
98.64;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
98.89;107;85;73;77;;;;;;;9;;;;;;;;
99.72;107;85;73;72;;;;;;;9;;;;;;;;
100.49;107;85;73;78;;;;;;;9;;;;;;;;
101.30;107;85;73;74;;;;;;;9;;;;;;;;
102.14;107;85;73;71;;;;;;;9;;;;;;;;
102.95;107;85;73;74;;;;;;;9;;;;;;;;
103.76;107;85;73;74;;;;;;;9;;;;;;;;
104.56;109;90;76;77;;;;;;;9;;;;;;;;
105.39;109;87;76;77;;;;;;;9;;;;;;;;
106.18;109;88;78;77;;;;;;;9;;;;;;;;
106.96;112;90;78;77;;;;;;;9;;;;;;;;
107.75;114;92;80;76;;;;;;;9;;;;;;;;
108.53;115;93;82;77;5.7;3.2;76;43;1155;2034;9;;;;;;;;
109.30;122;100;88;78;5.7;3.2;76;43;1155;2034;9;;;;;;;;
110.07;123;101;91;78;5.7;3.2;76;43;1155;2034;9;;;;;;;;
110.86;124;99;89;76;5.7;3.2;76;43;1155;2034;6;;;;;;;;
111.59;;;;;;;;;;;;;;;"NBPcal";;;;
111.65;121;79;60;76;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
112.41;122;78;58;79;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
113.18;121;77;56;78;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
113.96;119;74;54;77;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
114.74;116;69;51;77;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
115.51;109;59;35;78;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
116.28;107;59;33;78;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
117.05;105;61;40;78;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
117.79;105;63;41;81;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
118.55;105;61;38;79;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
119.32;105;62;41;78;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
120.09;104;63;41;78;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
120.83;105;65;44;81;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
121.58;108;67;45;80;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
122.14;99;70;55;103;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
122.86;114;68;43;87;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
123.68;108;68;47;72;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
124.48;105;67;48;75;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
125.29;108;67;47;74;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
126.12;109;67;48;72;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
126.93;110;68;47;74;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
127.77;111;68;46;72;5.7;3.2;76;43;1155;2034;6;15;;;;;;;
128.63;112;69;49;70;8.7;5.0;113;64;590;1039;6;15;;;;;;;
129.50;111;68;47;69;8.7;5.0;113;64;590;1039;6;15;;;;;;;
130.36;108;67;47;70;8.7;5.0;113;64;590;1039;6;15;;;;;;;
131.21;110;68;47;71;8.7;5.0;113;64;590;1039;13;15;;;;;;;
132.06;107;67;47;70;8.7;5.0;113;64;590;1039;13;12;;;;;;;
132.91;103;65;46;71;8.7;5.0;113;64;590;1039;13;12;;;;;;;
133.71;102;65;47;74;8.7;5.0;113;64;590;1039;13;12;;;;;;;
134.51;105;66;46;76;8.7;5.0;113;64;590;1039;13;12;;;;;;;
135.33;106;68;48;73;8.7;5.0;113;64;590;1039;13;12;;;;;;;
136.16;107;69;49;71;8.7;5.0;113;64;590;1039;13;12;;;;;;;
136.97;104;69;51;74;8.7;5.0;113;64;590;1039;13;12;;;;;;;
137.79;105;68;48;74;8.7;5.0;113;64;590;1039;13;12;;;;;;;
