"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"CO [l/min]";"CI [l/min/m^2]";"SV [ml]";"SI [ml/m^2]";"SVR [dyn*s/cm^5]";"SVRI [dyn*s*m^2/cm^5]";"PPV [%]";"SVV [%]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"CO cal [l/min]";"Height Offset [cm]";"CVP [mmHg]";
22.80;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
32.80;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
42.80;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
46.96;116;93;79;78;;;;;;;;;;;;;;;
47.62;116;91;81;78;;;;;;;;;;;;;;;
48.25;118;93;82;78;;;;;;;;;;;;;;;
48.92;118;92;78;91;;;;;;;;;;;;;;;
49.61;117;91;78;87;;;;;;;;;;;;;;;
50.28;115;90;79;90;;;;;;;;;;;;;;;
50.95;117;90;78;90;;;;;;;;;;;;;;;
51.60;117;92;81;91;;;;;;;;;;;;;;;
52.28;119;93;80;88;;;;;;;;;;;;;;;
52.99;116;91;79;86;;;;;;;;;;;;;;;
53.69;116;89;79;86;;;;;;;;;;;;;;;
54.39;116;88;78;84;;;;;;;;;;;;;;;
55.09;105;89;82;84;;;;;;;;;;;;;;;
61.80;24;24;24;-0;;;;;;;;;;;;;;;
66.22;93;37;11;-0;;;;;;;;;;;;;;;
66.91;58;48;39;79;;;;;;;;;;;;;;;
67.47;52;50;46;103;;;;;;;;;;;;;;;
67.98;54;47;40;128;;;;;;;;;;;;;;;
68.51;89;68;39;125;;;;;;;;;;;;;;;
69.06;108;90;60;107;;;;;;;;;;;;;;;
69.68;126;107;87;97;;;;;;;;;;;;;;;
70.38;128;106;86;87;;;;;;;;;;;;;;;
71.00;127;110;93;95;;;;;;;;;;;;;;;
71.61;127;112;97;98;;;;;;;;;;;;;;;
72.23;130;110;92;97;;;;;;;;;;;;;;;
72.90;128;109;96;88;;;;;;;;;;;;;;;
73.53;126;110;100;94;;;;;;;;;;;;;;;
74.16;129;109;94;97;;;;;;;;;;;;;;;
74.80;130;111;99;92;;;;;;;;;;;;;;;
75.45;131;113;100;92;;;;;;;;;;;;;;;
76.09;131;114;97;94;;;;;;;;;;;;;;;
76.68;124;113;108;94;;;;;;;;;;;;;;;
77.35;125;104;94;98;;;;;;;;;;;;;;;
77.90;125;106;95;105;;;;;;;;;;;;;;;
78.49;123;103;91;102;;;;;;;;;;;;;;;
79.03;124;104;89;111;;;;;;;;;;;;;;;
79.56;123;106;91;115;;;;;;;;;;;;;;;
80.11;125;108;94;109;;;;;;;;;;;;;;;
80.66;126;110;95;109;;;;;;;;;;;;;;;
81.23;128;112;99;105;;;;;;;;;;;;;;;
81.82;128;111;98;102;;;;;;;;;;;;;;;
82.43;126;109;96;98;;;;;;;;;;;;;;;
83.06;123;106;95;94;;;;;;;;;;;;;;;
83.69;121;102;91;97;;;;;;;;;;;;;;;
84.31;119;101;93;97;;;;;;;;;;;;;;;
84.91;118;99;90;100;;;;;;;;;;;;;;;
85.51;116;96;84;100;;;;;;;;;;;;;;;
86.09;115;95;84;102;;;;;;;;;;;;;;;
86.65;114;97;84;107;;;;;;;;;;;;;;;
87.21;117;99;86;107;;;;;;;;;;;;;;;
87.32;;;;;;;;;;;;;134;100;"internal";;;;
87.77;117;101;89;107;;;;;;;;;;;;;;;
88.33;120;106;92;109;;;;;;;;;;;;;;;
88.91;122;110;97;103;;;;;;;;;;;;;;;
89.53;125;112;100;97;;;;;;;;;;;;;;;
90.19;125;109;98;91;;;;;;;;;;;;;;;
90.88;124;110;99;88;;;;;;;;;;;;;;;
91.54;122;109;98;90;;;;;;;;;;;;;;;
92.22;121;106;93;88;;;;;;;;;;;;;;;
92.86;119;106;94;94;;;;;;;;;;;;;;;
93.51;121;106;94;94;;;;;;;;;;;;;;;
94.18;120;107;95;90;;;;;;;;;;;;;;;
94.88;122;107;93;86;;;;;;;;;;;;;;;
95.56;120;106;94;87;;;;;;;;;;;;;;;
96.29;120;105;91;83;;;;;;;;;;;;;;;
96.99;119;105;93;84;;;;;;;;;;;;;;;
97.63;119;106;95;94;;;;;;;;;;;;;;;
97.80;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
98.28;119;106;95;94;;;;;;;;;;;;;;;
98.95;119;106;95;90;;;;;;;;;;;;;;;
99.66;119;106;95;84;;;;;;;;;;;;;;;
100.40;119;106;95;81;;;;;;;;;;;;;;;
101.11;119;106;95;84;;;;;;;;;;;;;;;
101.88;119;106;95;78;;;;;;;;;;;;;;;
102.66;119;106;95;77;;;;;;;;;;;;;;;
103.40;126;113;93;94;;;;;;;;;;;;;;;
104.07;127;108;95;94;;;;;;;;;;;;;;;
104.74;132;110;95;94;;;;;;;;;;;;;;;
105.42;146;114;98;90;;;;;;;;;;;;;;;
106.09;152;116;99;88;;;;;;;;;;;;;;;
106.74;154;118;104;92;;;;;;;;;;;;;;;
107.41;156;120;103;90;;;;;;;;;;;;;;;
108.12;155;120;103;84;;;;;;;;;;;;;;;
108.84;153;118;103;83;;;;;;;;;;;;;;;
109.56;148;115;100;83;;;;;;;;;;;;;;;
110.27;140;111;98;86;;;;;;;;;;;;;;;
110.59;;;;;;;;;;;;;;;"NBPcal";;;;
110.94;124;106;96;87;;;;;;;;;;;;;;;
111.56;122;106;97;95;;;;;;;;;;;;;;;
112.15;124;107;96;103;;;;;;;;;;;;;;;
112.74;134;112;101;103;;;;;;;;;;;;;;;
113.29;142;118;107;107;;;;;;;;;;;;;;;
113.90;147;121;110;98;;;;;;;;;;;;;;;
114.57;146;120;109;91;;;;;;;;;;;;;;;
115.28;142;116;107;83;;;;;;;;;;;;;;;
116.01;134;111;101;84;;;;;;;;;;;;;;;
116.66;124;108;99;88;;;;;;;;;;;;;;;
117.27;122;107;98;100;;;;;;;;;;;;;;;
117.88;129;110;99;103;;;;;;;;;;;;;;;
118.46;135;113;103;100;;;;;;;;;;;;;;;
119.04;136;114;105;103;;;;;;;;;;;;;;;
119.60;140;116;106;105;;;;;;;;;;;;;;;
120.20;140;116;106;100;;;;;;;;;;;;;;;
120.80;139;116;107;100;;;;;;;;;;;;;;;
121.44;141;117;106;95;;;;;;;;;;;;;;;
122.10;141;117;105;90;;;;;;;;;;;;;;;
122.78;140;116;105;90;;;;;;;;;;;;;;;
123.48;138;114;102;86;;;;;;;;;;;;;;;
124.17;137;114;103;87;;;;;;;;;;;;;;;
124.85;138;115;103;88;;;;;;;;;;;;;;;
125.56;138;115;102;84;;;;;;;;;;;;;;;
126.31;139;114;102;81;;;;;;;;;;;;;;;
127.07;135;111;100;78;;;;;;;;;;;;;;;
127.76;123;107;99;84;;;;;;;;;;;;;;;
128.43;121;103;94;91;;;;;;;;;;;;;;;
129.04;119;104;95;98;;;;;;;;;;;;;;;
129.62;121;105;95;103;;;;;;;;;;;;;;;
130.21;121;108;98;102;;;;;;;;;;;;;;;
130.85;131;111;101;97;;;;;;;;;;;;;;;
131.49;134;113;103;92;;;;;;;;;;;;;;;
132.11;135;114;104;95;;;;;;;;;;;;;;;
132.78;137;115;104;91;;;;;;;;;;;;;;;
133.53;138;115;103;81;;;;;;;;;;;;;;;
134.25;137;115;105;82;;;;;;;;;;;;;;;
135.04;139;115;103;77;;;;;;;;;;;;;;;
135.85;136;113;100;74;;;;;;;;;;;;;;;
136.58;135;114;104;81;;;;;;;;;;;;;;;
137.32;136;113;101;82;;;;;;;;;;;;;;;
138.09;134;112;101;78;;;;;;;;;;;;;;;
138.82;134;112;101;81;;;;;;;;;;;;;;;
139.58;132;111;99;80;;;;;;;;;;;;;;;
140.31;125;110;99;80;;;;;;;;;;;;;;;
141.04;124;109;98;82;;;;;;;;;;;;;;;
141.80;124;109;97;80;;;;;;;;;;;;;;;
142.55;123;109;97;80;;;;;;;;;;;;;;;
143.28;123;108;97;81;;;;;;;;;;;;;;;
144.02;122;108;96;81;;;;;;;;;;;;;;;
144.73;122;108;99;83;;;;;;;;;;;"Optimize Signal Quality";;;;
