"Time [s]";"Beat Sys [mmHg]";"Beat Mean [mmHg]";"Beat Dia [mmHg]";"Beat HR [bpm]";"CO [l/min]";"CI [l/min/m^2]";"SV [ml]";"SI [ml/m^2]";"SVR [dyn*s/cm^5]";"SVRI [dyn*s*m^2/cm^5]";"PPV [%]";"SVV [%]";"NBP Sys [mmHg]";"NBP Dia [mmHg]";"Event";"CO cal [l/min]";"Height Offset [cm]";"CVP [mmHg]";
20.01;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
30.01;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
39.01;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
43.66;114;106;100;82;;;;;;;;;;;;;;;
44.52;105;98;92;82;;;;;;;;;;;;;;;
45.24;115;100;91;82;;;;;;;;;;;;;;;
45.96;115;101;93;82;;;;;;;;;;;;;;;
46.68;112;100;94;83;;;;;;;;;;;;;;;
47.39;120;103;94;86;;;;;;;;;;;;;;;
48.10;123;107;99;83;;;;;;;;;;;;;;;
48.83;126;109;102;82;;;;;;;;;;;;;;;
49.58;126;109;102;80;;;;;;;;;;;;;;;
50.35;124;107;100;77;;;;;;;;;;;;;;;
51.15;121;105;98;76;;;;;;;;;;;;;;;
51.98;115;105;101;72;;;;;;;;;;;;;;;
58.51;71;71;71;-0;;;;;;;;;;;;;;;
66.01;68;68;68;-0;;;;;;;;;;;;;;;
73.39;111;75;67;-0;;;;;;;;;;;;;;;
74.12;103;91;81;87;;;;;;;;;;;;;;;
74.87;117;107;100;78;;;;;;;;;;;;;;;
76.15;118;111;106;46;;;;;;;;;;;;;;;
76.98;114;109;105;72;;;;;;;;;;;;;;;
77.73;118;109;103;81;;;;;;;;;;;;;;;
78.50;121;111;108;79;;;;;;;;;;;;;;;
79.28;121;112;108;77;;;;;;;;;;;;;;;
80.01;124;114;110;82;;;;;;;;;;;;;;;
80.75;125;112;107;81;;;;;;;;;;;;;;;
81.50;129;115;109;80;;;;;;;;;;;;;;;
82.24;130;118;113;80;;;;;;;;;;;;;;;
83.04;128;118;112;77;;;;;;;;;;;;;;;
83.72;131;117;111;87;;;;;;;;;;;;;;;
84.45;130;119;114;82;;;;;;;;;;;;;;;
85.16;132;119;113;86;;;;;;;;;;;;;;;
85.87;133;121;115;83;;;;;;;;;;;;;;;
86.62;132;119;114;81;;;;;;;;;;;;;;;
87.36;130;118;112;80;;;;;;;;;;;;;;;
88.10;131;116;110;81;;;;;;;;;;;;;;;
88.88;130;115;109;76;;;;;;;;;;;;;;;
89.69;128;114;108;75;;;;;;;;;;;;;;;
90.47;127;112;107;77;;;;;;;;;;;;;;;
91.29;127;111;105;73;;;;;;;;;;;;;;;
92.12;125;110;104;72;;;;;;;;;;;;;;;
92.92;125;110;105;74;;;;;;;;;;;;;;;
93.73;125;109;104;75;;;;;;;;;;;;;;;
94.53;124;109;104;75;;;;;;;;;;;;;;;
95.36;122;108;103;72;;;;;;;;;;;;;;;
96.17;119;106;101;74;;;;;;;;;;;;;;;
96.99;117;104;98;73;;;;;;;11;;;;;;;;
97.81;115;102;96;73;;;;;;;11;;;;;;;;
98.59;114;101;96;77;;;;;;;11;;;;;;;;
99.38;113;100;95;76;;;;;;;11;;;;;;;;
100.19;111;99;94;74;;;;;;;11;;;;;;;;
100.95;110;99;94;79;;;;;;;11;;;;;;;;
101.74;110;99;93;76;;;;;;;11;;;;;;;;
101.96;;;;;;;;;;;;;113;63;"internal";;;;
102.55;109;98;93;74;;;;;;;11;;;;;;;;
103.34;109;99;94;76;;;;;;;11;;;;;;;;
104.13;111;100;94;76;;;;;;;9;;;;;;;;
104.95;111;100;94;73;;;;;;;9;;;;;;;;
105.79;112;100;94;72;;;;;;;9;;;;;;;;
106.37;105;99;97;97;;;;;;;9;;;;;;;;
107.00;113;99;93;100;;;;;;;9;;;;;;;;
107.86;112;99;92;71;;;;;;;9;;;;;;;;
108.70;112;99;93;71;;;;;;;9;;;;;;;;
109.48;112;100;95;76;;;;;;;9;;;;;;;;
110.25;112;99;93;78;;;;;;;9;;;;;;;;
111.03;110;98;92;77;;;;;;;9;;;;;;;;
111.83;110;97;92;76;;;;;;;9;;;;;;;;
112.01;;;;;;;;;;;;;;;"Optimize Signal Quality";;;;
112.58;110;97;92;76;;;;;;;9;;;;;;;;
113.35;110;97;92;78;;;;;;;9;;;;;;;;
114.10;110;97;92;80;;;;;;;9;;;;;;;;
114.82;110;97;92;83;;;;;;;9;;;;;;;;
115.56;110;97;92;81;;;;;;;9;;;;;;;;
116.27;110;97;92;84;;;;;;;9;;;;;;;;
117.02;111;97;91;76;;;;;;;9;;;;;;;;
117.80;111;97;91;76;;;;;;;9;;;;;;;;
118.62;111;97;91;76;;;;;;;9;;;;;;;;
119.39;110;97;92;77;;;;;;;9;;;;;;;;
120.16;112;98;91;79;;;;;;;9;;;;;;;;
120.93;112;99;93;78;;;;;;;9;;;;;;;;
