経過時間_秒, A, HR, Mean, Phi, A_used, HR_used, Mean_used, sinPhi_used, cosPhi_used, SBP, DBP, SBP_process, DBP_process, sinPhi, cosPhi, fit_a, fit_b, fit_rmse, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason, MAP_raw, PP_raw, MAP_smoothed, PP_smoothed, MAP_calibrated, PP_calibrated, SBP_smoothed, DBP_smoothed, SBP_calibrated, DBP_calibrated, postprocess_applied, POST_map_a, POST_map_b, POST_pp_a, POST_pp_b, POST_alpha_map, POST_alpha_pp
31.071, 3.8474, 84.5292, 5.9392, 1.1465, 3.8474, 84.5292, 5.9392, 0.9113, 0.4117, 114.78, 89.78, 114.78, 89.78, 0.9113, 0.4117, 1.5840, 3.5062, 0.9862, 689.0000, 709.8140, 1, 21, 0.6579, 9.6388, 8.9809, 2.8938, 0.3672, 0.6328, 114.78, 89.78, 114.78, 89.78, 0, 0, 0, 1, ok, ok, 98.1176, 24.9996, 98.1199, 24.7674, 98.1199, 24.7674, 114.63, 89.86, 114.63, 89.86, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
31.804, 3.8349, 84.2215, 4.7523, 1.1294, 3.8349, 84.2215, 4.7523, 0.9041, 0.4272, 113.54, 90.40, 113.54, 90.40, 0.9041, 0.4272, 1.6384, 3.4672, 0.8535, 718.0000, 712.4070, 1, 21, 0.6304, 9.3691, 8.7387, 2.8428, 0.3928, 0.6072, 113.54, 90.40, 113.54, 90.40, 0, 0, 0, 1, ok, ok, 98.1126, 23.1441, 98.1177, 23.9558, 98.1177, 23.9558, 114.09, 90.13, 114.09, 90.13, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
32.543, 4.1164, 82.3380, 4.2085, 1.4299, 4.1164, 82.3380, 4.2085, 0.9901, 0.1404, 114.86, 89.76, 114.86, 89.76, 0.9901, 0.1404, 0.5781, 4.0756, 0.8116, 714.0000, 728.7035, 1, 21, 0.3792, 9.2977, 8.9184, 3.0218, 0.4062, 0.5938, 114.86, 89.76, 114.86, 89.76, 0, 0, 0, 1, ok, ok, 98.1242, 25.0981, 98.1197, 24.5269, 98.1197, 24.5269, 114.47, 89.94, 114.47, 89.94, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
33.308, 4.5184, 82.2648, 4.5177, 1.3823, 4.5184, 82.2648, 4.5177, 0.9823, 0.1874, 115.71, 89.33, 115.71, 89.33, 0.9823, 0.1874, 0.8466, 4.4383, 0.7329, 743.0000, 729.3517, 1, 23, 0.3848, 9.6954, 9.3106, 3.2780, 0.3715, 0.6285, 115.71, 89.33, 115.71, 89.33, 0, 0, 0, 1, ok, ok, 98.1254, 26.3766, 98.1214, 25.4518, 98.1214, 25.4518, 115.09, 89.64, 115.09, 89.64, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
34.077, 3.7294, 0.0000, 6.1553, 1.3073, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 115.71, 89.33, 115.71, 89.33, 0.9655, 0.2605, 0.9714, 3.6007, 1.0235, 732.0000, 0.0000, 0, 22, 0.5367, 9.6348, 9.0981, 2.8288, 0.4085, 0.5915, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
34.849, 4.0689, 79.6455, 5.5541, 1.0342, 4.0689, 79.6455, 5.5541, 0.8595, 0.5112, 115.97, 89.20, 115.97, 89.20, 0.8595, 0.5112, 2.0800, 3.4970, 0.9702, 758.0000, 753.3379, 1, 22, 0.5257, 9.4368, 8.9111, 3.0363, 0.3905, 0.6095, 115.97, 89.20, 115.97, 89.20, 0, 0, 0, 1, ok, ok, 98.1241, 26.7682, 98.1222, 26.1100, 98.1222, 26.1100, 115.53, 89.42, 115.53, 89.42, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
35.646, 4.3238, 78.0570, 5.1533, 1.0520, 4.3238, 78.0570, 5.1533, 0.8684, 0.4958, 116.46, 88.96, 116.46, 88.96, 0.8684, 0.4958, 2.1439, 3.7548, 0.8236, 755.0000, 768.6690, 1, 23, 0.3955, 9.5728, 9.1773, 3.1664, 0.3391, 0.6609, 116.46, 88.96, 116.46, 88.96, 0, 0, 0, 1, ok, ok, 98.1268, 27.4949, 98.1236, 26.8024, 98.1236, 26.8024, 115.99, 89.19, 115.99, 89.19, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
36.447, 4.3180, 76.3034, 5.1326, 1.2695, 4.3180, 76.3034, 5.1326, 0.9550, 0.2968, 117.42, 88.49, 117.42, 88.49, 0.9550, 0.2968, 1.2814, 4.1235, 0.8133, 787.0000, 786.3345, 1, 24, 0.4079, 9.5462, 9.1383, 3.1598, 0.3634, 0.6366, 117.42, 88.49, 117.42, 88.49, 0, 0, 0, 1, ok, ok, 98.1351, 28.9259, 98.1270, 27.8642, 98.1270, 27.8642, 116.70, 88.84, 116.70, 88.84, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
37.308, 4.3315, 75.8853, 5.3666, 1.1820, 4.3315, 75.8853, 5.3666, 0.9254, 0.3790, 117.59, 88.41, 117.59, 88.41, 0.9254, 0.3790, 1.6418, 4.0083, 0.8795, 812.0000, 790.6672, 1, 25, 0.4240, 9.6376, 9.2136, 3.1866, 0.3411, 0.6589, 117.59, 88.41, 117.59, 88.41, 0, 0, 0, 1, ok, ok, 98.1346, 29.1789, 98.1293, 28.5215, 98.1293, 28.5215, 117.14, 88.62, 117.14, 88.62, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
38.087, 4.3830, 73.0964, 5.2788, 1.2295, 4.3830, 73.0964, 5.2788, 0.9423, 0.3347, 118.51, 87.96, 118.51, 87.96, 0.9423, 0.3347, 1.4671, 4.1302, 0.8138, 790.0000, 820.8336, 1, 24, 0.4200, 9.5011, 9.0811, 3.2043, 0.3696, 0.6304, 118.51, 87.96, 118.51, 87.96, 0, 0, 0, 1, ok, ok, 98.1410, 30.5579, 98.1328, 29.5397, 98.1328, 29.5397, 117.83, 88.29, 117.83, 88.29, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
38.858, 4.2443, 74.4032, 4.4297, 1.1743, 4.2443, 74.4032, 4.4297, 0.9224, 0.3862, 116.85, 88.77, 116.85, 88.77, 0.9224, 0.3862, 1.6393, 3.9149, 0.6420, 856.0000, 806.4168, 1, 26, 0.3648, 9.5011, 9.1363, 3.0691, 0.3364, 0.6636, 116.85, 88.77, 116.85, 88.77, 0, 0, 0, 1, ok, ok, 98.1329, 28.0755, 98.1328, 28.8076, 98.1328, 28.8076, 117.34, 88.53, 117.34, 88.53, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
39.593, 4.0944, 75.7376, 4.1070, 1.5198, 4.0944, 75.7376, 4.1070, 0.9987, 0.0510, 117.00, 88.71, 117.00, 88.71, 0.9987, 0.0510, 0.2087, 4.0891, 0.8830, 789.0000, 792.2084, 1, 24, 0.2960, 9.5847, 9.2887, 3.0268, 0.3549, 0.6451, 117.00, 88.71, 117.00, 88.71, 0, 0, 0, 1, ok, ok, 98.1401, 28.2903, 98.1350, 28.5489, 98.1350, 28.5489, 117.17, 88.62, 117.17, 88.62, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
40.359, 4.3591, 78.4207, 5.4147, 1.5015, 4.3591, 78.4207, 5.4147, 0.9976, 0.0693, 117.99, 88.22, 117.99, 88.22, 0.9976, 0.0693, 0.3020, 4.3486, 0.7003, 777.0000, 765.1042, 1, 23, 0.4301, 9.7998, 9.3697, 3.1609, 0.4376, 0.5624, 117.99, 88.22, 117.99, 88.22, 0, 0, 0, 1, ok, ok, 98.1408, 29.7696, 98.1368, 29.1593, 98.1368, 29.1593, 117.58, 88.42, 117.58, 88.42, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
41.093, 4.1480, 79.6229, 6.0680, 1.1106, 4.1480, 79.6229, 6.0680, 0.8959, 0.4442, 116.79, 88.80, 116.79, 88.80, 0.8959, 0.4442, 1.8424, 3.7163, 0.9427, 737.0000, 753.5521, 1, 22, 0.4777, 9.7334, 9.2557, 3.0808, 0.4152, 0.5848, 116.79, 88.80, 116.79, 88.80, 0, 0, 0, 1, ok, ok, 98.1280, 27.9902, 98.1341, 28.5748, 98.1341, 28.5748, 117.18, 88.61, 117.18, 88.61, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
41.861, 4.0798, 79.2837, 5.2879, 1.0641, 4.0798, 79.2837, 5.2879, 0.8743, 0.4853, 115.85, 89.26, 115.85, 89.26, 0.8743, 0.4853, 1.9800, 3.5671, 0.9273, 742.0000, 756.7761, 1, 22, 0.4809, 9.5405, 9.0596, 3.0302, 0.3720, 0.6280, 115.85, 89.26, 115.85, 89.26, 0, 0, 0, 1, ok, ok, 98.1242, 26.5934, 98.1312, 27.5841, 98.1312, 27.5841, 116.52, 88.94, 116.52, 88.94, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
42.631, 3.9531, 0.0000, 5.3469, 1.1978, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 115.85, 89.26, 115.85, 89.26, 0.9312, 0.3644, 1.4407, 3.6812, 1.0025, 759.0000, 0.0000, 0, 23, 0.5124, 9.6019, 9.0895, 2.9696, 0.3729, 0.6271, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
43.466, 4.2400, 78.8235, 5.1882, 0.9969, 4.2400, 78.8235, 5.1882, 0.8398, 0.5429, 116.05, 89.16, 116.05, 89.16, 0.8398, 0.5429, 2.3020, 3.5606, 0.6689, 769.0000, 761.1940, 1, 23, 0.4320, 9.5761, 9.1441, 3.0718, 0.3433, 0.6567, 116.05, 89.16, 116.05, 89.16, 0, 0, 0, 1, ok, ok, 98.1243, 26.8952, 98.1291, 27.2396, 98.1291, 27.2396, 116.29, 89.05, 116.29, 89.05, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
44.269, 4.0883, 74.9909, 4.9136, 1.2637, 4.0883, 74.9909, 4.9136, 0.9532, 0.3023, 117.17, 88.62, 117.17, 88.62, 0.9532, 0.3023, 1.2360, 3.8970, 0.8310, 763.0000, 800.0970, 1, 23, 0.4727, 9.4523, 8.9796, 3.0079, 0.3788, 0.6212, 117.17, 88.62, 117.17, 88.62, 0, 0, 0, 1, ok, ok, 98.1356, 28.5463, 98.1311, 27.8930, 98.1311, 27.8930, 116.73, 88.83, 116.73, 88.83, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
45.108, 4.3137, 75.7051, 4.5889, 1.5002, 4.3137, 75.7051, 4.5889, 0.9975, 0.0705, 117.81, 88.31, 117.81, 88.31, 0.9975, 0.0705, 0.3042, 4.3029, 0.8604, 840.0000, 792.5485, 1, 25, 0.3964, 9.7723, 9.3759, 3.1693, 0.3976, 0.6024, 117.81, 88.31, 117.81, 88.31, 0, 0, 0, 1, ok, ok, 98.1423, 29.5060, 98.1344, 28.6995, 98.1344, 28.6995, 117.27, 88.57, 117.27, 88.57, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
45.937, 4.6293, 72.7472, 5.2124, 0.9810, 4.6293, 72.7472, 5.2124, 0.8310, 0.5562, 118.49, 87.96, 118.49, 87.96, 0.8310, 0.5562, 2.5748, 3.8472, 0.6714, 780.0000, 824.7743, 1, 23, 0.3975, 9.6880, 9.2905, 3.3416, 0.3500, 0.6500, 118.49, 87.96, 118.49, 87.96, 0, 0, 0, 1, ok, ok, 98.1375, 30.5311, 98.1353, 29.6153, 98.1353, 29.6153, 117.88, 88.26, 117.88, 88.26, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
46.749, 4.4292, 73.4945, 4.3081, 1.3803, 4.4292, 73.4945, 4.3081, 0.9819, 0.1893, 117.89, 88.26, 117.89, 88.26, 0.9819, 0.1893, 0.8386, 4.3491, 0.8711, 858.0000, 816.3871, 1, 26, 0.3088, 9.6261, 9.3173, 3.2508, 0.3357, 0.6643, 117.89, 88.26, 117.89, 88.26, 0, 0, 0, 1, ok, ok, 98.1411, 29.6289, 98.1371, 29.6221, 98.1371, 29.6221, 117.89, 88.26, 117.89, 88.26, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
47.513, 4.3986, 73.4670, 4.9427, 1.0678, 4.3986, 73.4670, 4.9427, 0.8761, 0.4821, 117.72, 88.34, 117.72, 88.34, 0.8761, 0.4821, 2.1205, 3.8537, 0.8344, 812.0000, 816.6936, 1, 24, 0.3493, 9.4829, 9.1336, 3.2202, 0.3411, 0.6589, 117.72, 88.34, 117.72, 88.34, 0, 0, 0, 1, ok, ok, 98.1353, 29.3820, 98.1365, 29.5020, 98.1365, 29.5020, 117.80, 88.30, 117.80, 88.30, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
48.317, 4.0189, 0.0000, 5.5191, 1.0987, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 117.72, 88.34, 117.72, 88.34, 0.8906, 0.4547, 1.8276, 3.5794, 1.0256, 812.0000, 0.0000, 0, 24, 0.4131, 9.4842, 9.0711, 3.0212, 0.3682, 0.6318, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
49.012, 4.2991, 74.8201, 5.5881, 1.0440, 4.2991, 74.8201, 5.5881, 0.8644, 0.5028, 117.82, 88.29, 117.82, 88.29, 0.8644, 0.5028, 2.1616, 3.7162, 0.9756, 777.0000, 801.9234, 1, 24, 0.5263, 9.5951, 9.0688, 3.1927, 0.3539, 0.6461, 117.82, 88.29, 117.82, 88.29, 0, 0, 0, 1, ok, ok, 98.1347, 29.5240, 98.1360, 29.5130, 98.1360, 29.5130, 117.81, 88.30, 117.81, 88.30, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
49.785, 4.4518, 80.1109, 5.0177, 1.5503, 4.4518, 80.1109, 5.0177, 0.9996, 0.0205, 117.43, 88.49, 117.43, 88.49, 0.9998, 0.0205, 0.0911, 4.4509, 0.6764, 808.0000, 748.9617, 1, 24, 0.4560, 9.8298, 9.3738, 3.2198, 0.4282, 0.5718, 117.43, 88.49, 117.43, 88.49, 0, 0, 1, 1, sinPhi:0.9998->0.9996, ok, 98.1384, 28.9379, 98.1367, 29.2255, 98.1367, 29.2255, 117.62, 88.39, 117.62, 88.39, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
50.553, 2.9018, 0.0000, 7.7945, 0.5254, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 117.43, 88.49, 117.43, 88.49, 0.5015, 0.8651, 2.5105, 1.4554, 1.1332, 695.0000, 0.0000, 0, 21, 2.4090, 9.7601, 7.3511, 2.3440, 0.3353, 0.6647, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
51.318, 3.7363, 0.0000, 5.5736, 1.1956, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 117.43, 88.49, 117.43, 88.49, 0.9304, 0.3665, 1.3693, 3.4763, 1.1019, 772.0000, 0.0000, 0, 23, 0.5588, 9.6480, 9.0892, 2.8626, 0.3899, 0.6101, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
52.218, 4.0743, 0.0000, 6.0290, 1.1567, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 117.43, 88.49, 117.43, 88.49, 0.9155, 0.4023, 1.6392, 3.7300, 1.0390, 758.0000, 0.0000, 0, 23, 0.4612, 9.6961, 9.2349, 3.0626, 0.3945, 0.6055, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
52.926, 4.0607, 72.5406, 5.8562, 1.3108, 4.0607, 72.5406, 5.8562, 0.9664, 0.2571, 118.99, 87.72, 118.99, 87.72, 0.9664, 0.2571, 1.0439, 3.9242, 0.9403, 781.0000, 827.1226, 1, 23, 0.5234, 9.7590, 9.2357, 3.0214, 0.4469, 0.5531, 118.99, 87.72, 118.99, 87.72, 0, 0, 0, 1, ok, ok, 98.1457, 31.2660, 98.1394, 30.2457, 98.1394, 30.2457, 118.30, 88.06, 118.30, 88.06, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
53.697, 4.2262, 77.6135, 6.0167, 1.1500, 4.2262, 77.6135, 6.0167, 0.9128, 0.4085, 117.53, 88.43, 117.53, 88.43, 0.9128, 0.4085, 1.7262, 3.8575, 0.8967, 893.0000, 773.0613, 1, 27, 0.5576, 9.7331, 9.1755, 3.1200, 0.4378, 0.5622, 117.53, 88.43, 117.53, 88.43, 0, 0, 0, 1, ok, ok, 98.1329, 29.0985, 98.1374, 29.6721, 98.1374, 29.6721, 117.92, 88.25, 117.92, 88.25, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
54.500, 3.7600, 77.9696, 3.9440, 1.7344, 3.7600, 77.9696, 3.9440, 0.9866, -0.1629, 116.63, 88.90, 116.63, 88.90, 0.9866, -0.1629, -0.6123, 3.7098, 0.6683, 711.0000, 769.5307, 1, 21, 0.4195, 8.4539, 8.0344, 2.7414, 0.4276, 0.5724, 116.63, 88.90, 116.63, 88.90, 0, 0, 0, 1, ok, ok, 98.1443, 27.7219, 98.1395, 28.6970, 98.1395, 28.6970, 117.27, 88.57, 117.27, 88.57, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
55.302, 4.0190, 76.3101, 4.7899, 1.4492, 4.0190, 76.3101, 4.7899, 0.9926, 0.1213, 117.15, 88.63, 117.15, 88.63, 0.9926, 0.1213, 0.4876, 3.9893, 0.9125, 766.0000, 786.2653, 1, 23, 0.4703, 9.7031, 9.2328, 2.9847, 0.3903, 0.6097, 117.15, 88.63, 117.15, 88.63, 0, 0, 0, 1, ok, ok, 98.1387, 28.5238, 98.1393, 28.6104, 98.1393, 28.6104, 117.21, 88.60, 117.21, 88.60, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
56.134, 4.4861, 76.0810, 5.6573, 1.1889, 4.4861, 76.0810, 5.6573, 0.9280, 0.3727, 118.12, 88.15, 118.12, 88.15, 0.9280, 0.3727, 1.6718, 4.1630, 0.8108, 804.0000, 788.6327, 1, 24, 0.3922, 9.6374, 9.2452, 3.2741, 0.3794, 0.6206, 118.12, 88.15, 118.12, 88.15, 0, 0, 0, 1, ok, ok, 98.1362, 29.9718, 98.1384, 29.2911, 98.1384, 29.2911, 117.67, 88.37, 117.67, 88.37, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
56.899, 3.9091, 0.0000, 5.4901, 0.6047, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 118.12, 88.15, 118.12, 88.15, 0.5685, 0.8227, 3.2159, 2.2224, 1.0682, 794.0000, 0.0000, 0, 23, 0.5349, 9.4759, 8.9410, 2.9634, 0.3312, 0.6688, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
57.761, 3.2221, 0.0000, 5.3979, 1.0622, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 118.12, 88.15, 118.12, 88.15, 0.8734, 0.4870, 1.5691, 2.8142, 1.2535, 817.0000, 0.0000, 0, 25, 0.6917, 9.6054, 8.9137, 2.6004, 0.3623, 0.6377, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
58.428, 4.6733, 72.3585, 4.6302, 1.3552, 4.6733, 72.3585, 4.6302, 0.9768, 0.2140, 118.89, 87.77, 118.89, 87.77, 0.9768, 0.2140, 0.9999, 4.5650, 0.6765, 789.0000, 829.2041, 1, 24, 0.2541, 9.6528, 9.3988, 3.3730, 0.3726, 0.6274, 118.89, 87.77, 118.89, 87.77, 0, 0, 0, 1, ok, ok, 98.1447, 31.1248, 98.1403, 30.2079, 98.1403, 30.2079, 118.28, 88.07, 118.28, 88.07, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
59.202, 4.2180, 0.0000, 6.3393, 1.6461, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 118.89, 87.77, 118.89, 87.77, 0.9972, -0.0752, -0.3172, 4.2061, 1.2181, 946.0000, 0.0000, 0, 28, 0.4974, 9.8973, 9.4000, 3.2217, 0.4693, 0.5307, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
59.973, 4.4896, 79.5175, 6.2188, 1.1781, 4.4896, 79.5175, 6.2188, 0.9239, 0.3827, 117.70, 88.35, 117.70, 88.35, 0.9239, 0.3827, 1.7182, 4.1478, 0.7895, 587.0000, 754.5510, 1, 18, 0.7608, 9.9134, 9.1526, 3.2713, 0.4242, 0.5758, 117.70, 88.35, 117.70, 88.35, 0, 0, 0, 1, ok, ok, 98.1317, 29.3462, 98.1377, 29.7771, 98.1377, 29.7771, 117.99, 88.21, 117.99, 88.21, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
60.704, 4.0176, 78.0970, 4.4309, 1.3286, 4.0176, 78.0970, 4.4309, 0.9708, 0.2398, 115.82, 89.29, 115.82, 89.29, 0.9708, 0.2398, 0.9636, 3.9003, 0.8230, 757.0000, 768.2755, 1, 22, 0.4848, 9.3529, 8.8680, 2.9577, 0.3725, 0.6275, 115.82, 89.29, 115.82, 89.29, 0, 0, 0, 1, ok, ok, 98.1293, 26.5316, 98.1352, 28.1543, 98.1352, 28.1543, 116.90, 88.75, 116.90, 88.75, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
61.505, 4.3562, 80.0387, 5.3273, 1.3671, 4.3562, 80.0387, 5.3273, 0.9793, 0.2023, 116.91, 88.74, 116.91, 88.74, 0.9793, 0.2023, 0.8811, 4.2662, 0.7682, 777.0000, 749.6378, 1, 24, 0.4591, 9.7322, 9.2731, 3.1747, 0.3938, 0.6062, 116.91, 88.74, 116.91, 88.74, 0, 0, 0, 1, ok, ok, 98.1320, 28.1623, 98.1342, 28.1583, 98.1342, 28.1583, 116.91, 88.75, 116.91, 88.75, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
62.275, 4.1992, 77.6379, 5.5487, 1.1220, 4.1992, 77.6379, 5.5487, 0.9010, 0.4338, 116.92, 88.74, 116.92, 88.74, 0.9010, 0.4338, 1.8218, 3.7834, 0.9302, 736.0000, 772.8189, 1, 22, 0.4131, 9.5573, 9.1441, 3.1116, 0.4103, 0.5897, 116.92, 88.74, 116.92, 88.74, 0, 0, 0, 1, ok, ok, 98.1301, 28.1832, 98.1330, 28.1708, 98.1330, 28.1708, 116.91, 88.74, 116.91, 88.74, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
63.083, 3.8699, 0.0000, 4.3503, 1.4774, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 116.92, 88.74, 116.92, 88.74, 0.9956, 0.0933, 0.3609, 3.8530, 1.0283, 789.0000, 0.0000, 0, 23, 0.4004, 9.4430, 9.0426, 2.9232, 0.4119, 0.5881, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
63.953, 4.2211, 0.0000, 6.0290, 0.8761, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 116.92, 88.74, 116.92, 88.74, 0.7682, 0.6402, 2.7022, 3.2428, 1.0801, 791.0000, 0.0000, 0, 24, 0.5090, 9.6312, 9.1222, 3.1742, 0.3148, 0.6852, 60.00, 40.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
64.743, 4.5331, 73.2957, 5.0109, 1.2307, 4.5331, 73.2957, 5.0109, 0.9427, 0.3336, 118.42, 88.00, 118.42, 88.00, 0.9427, 0.3336, 1.5122, 4.2734, 0.6886, 805.0000, 818.6024, 1, 24, 0.3831, 9.6423, 9.2593, 3.2785, 0.3876, 0.6124, 118.42, 88.00, 118.42, 88.00, 0, 0, 0, 1, ok, ok, 98.1401, 30.4217, 98.1351, 29.2962, 98.1351, 29.2962, 117.67, 88.37, 117.67, 88.37, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
65.616, 4.2912, 73.5924, 5.2422, 1.1858, 4.2912, 73.5924, 5.2422, 0.9268, 0.3755, 118.07, 88.17, 118.07, 88.17, 0.9268, 0.3755, 1.6115, 3.9771, 0.8610, 843.0000, 815.3012, 1, 25, 0.5495, 9.7019, 9.1523, 3.1541, 0.3665, 0.6335, 118.07, 88.17, 118.07, 88.17, 0, 0, 0, 1, ok, ok, 98.1384, 29.8909, 98.1361, 29.5935, 98.1361, 29.5935, 117.87, 88.27, 117.87, 88.27, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
