経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, SBP, DBP, IBI_input_ms, IBI_smoothed_ms, used_smoothed_ibi, SBP_raw, DBP_raw, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason
80.526, 8.1529, 98.1279, -0.4607, -0.5759, 8.1529, 98.1279, -0.4607, -0.5759, 119.54, 93.37, 499.0000, 611.4467, 1, 119.54, 93.37, 0, 0, 1, ok, ok
81.159, 9.0790, 108.0646, -0.7275, -0.4629, 9.0790, 108.0646, -0.7275, -0.4629, 108.23, 81.01, 633.0000, 555.2233, 1, 108.23, 81.01, 0, 0, 1, ok, ok
81.795, 8.6107, 100.9911, -0.5213, -0.4171, 8.6107, 100.9911, -0.5213, -0.4171, 113.26, 87.96, 636.0000, 594.1117, 1, 113.26, 87.96, 0, 0, 1, ok, ok
82.361, 8.6513, 97.5521, -0.5189, -0.4670, 8.6513, 97.5521, -0.5189, -0.4670, 116.11, 89.12, 565.0000, 615.0558, 1, 116.11, 89.12, 0, 0, 1, ok, ok
82.995, 9.0686, 101.6901, -0.6425, -0.4088, 9.0686, 101.6901, -0.6425, -0.4088, 110.79, 83.12, 635.0000, 590.0279, 1, 110.79, 83.12, 0, 0, 1, ok, ok
83.659, 9.1638, 97.9570, -0.5717, -0.3638, 9.1638, 97.9570, -0.5717, -0.3638, 112.74, 85.50, 663.0000, 612.5140, 1, 112.74, 85.50, 0, 0, 1, ok, ok
84.257, 8.9813, 94.0797, -0.4977, -0.4480, 8.9813, 94.0797, -0.4977, -0.4480, 118.12, 90.49, 599.0000, 637.7570, 1, 118.12, 90.49, 0, 0, 1, ok, ok
84.898, 8.7472, 97.0280, -0.6060, -0.4407, 8.7472, 97.0280, -0.6060, -0.4407, 113.32, 84.05, 639.0000, 618.3785, 1, 113.32, 84.05, 0, 0, 1, ok, ok
85.571, 9.0404, 95.4367, -0.5681, -0.4116, 9.0404, 95.4367, -0.5681, -0.4116, 114.78, 86.17, 675.0000, 628.6892, 1, 114.78, 86.17, 0, 0, 1, ok, ok
86.173, 9.0989, 92.0465, -0.4889, -0.4400, 9.0989, 92.0465, -0.4889, -0.4400, 119.09, 90.91, 602.0000, 651.8446, 1, 119.09, 90.91, 0, 0, 1, ok, ok
86.833, 9.2629, 95.7056, -0.6578, -0.4385, 9.2629, 95.7056, -0.6578, -0.4385, 113.74, 83.00, 659.0000, 626.9223, 1, 113.74, 83.00, 0, 0, 1, ok, ok
87.476, 8.1901, 93.3182, -0.6009, -0.4006, 8.1901, 93.3182, -0.6009, -0.4006, 111.70, 80.57, 644.0000, 642.9612, 1, 111.70, 80.57, 0, 0, 1, ok, ok
88.042, 8.2341, 93.2429, -0.4612, -0.3587, 8.2341, 93.2429, -0.4612, -0.3587, 114.36, 87.05, 565.0000, 643.4806, 1, 114.36, 87.05, 0, 0, 1, ok, ok
88.675, 8.2042, 99.2982, -0.6991, -0.4673, 8.2042, 99.2982, -0.6991, -0.4673, 109.31, 78.06, 633.0000, 604.2403, 1, 109.31, 78.06, 0, 0, 1, ok, ok
89.339, 9.3167, 96.9901, -0.5735, -0.3649, 9.3167, 96.9901, -0.5735, -0.3649, 113.47, 85.88, 665.0000, 618.6201, 1, 113.47, 85.88, 0, 0, 1, ok, ok
89.945, 5.8684, 93.4856, -0.5459, -0.4466, 5.8684, 93.4856, -0.5459, -0.4466, 107.84, 75.94, 605.0000, 641.8101, 1, 107.84, 75.94, 0, 0, 1, ok, ok
90.580, 9.2439, 96.2456, -0.6000, -0.3802, 9.2439, 96.2456, -0.6000, -0.3802, 113.24, 84.50, 636.0000, 623.4050, 1, 113.24, 84.50, 0, 0, 1, ok, ok
91.213, 9.2439, 95.2831, -0.5708, -0.4151, 9.2439, 95.2831, -0.5708, -0.4151, 115.46, 86.87, 632.0000, 629.7025, 1, 115.46, 86.87, 0, 0, 1, ok, ok
91.883, 9.0534, 95.1096, -0.5744, -0.4177, 9.0534, 95.1096, -0.5744, -0.4177, 114.94, 86.00, 671.0000, 630.8513, 1, 114.94, 86.00, 0, 0, 1, ok, ok
93.052, 8.0656, 95.1096, -0.7377, -0.7869, 9.0534, 95.1096, -0.5744, -0.4177, 114.94, 86.00, 1169.0000, 630.8513, 1, 114.94, 86.00, 0, 0, 0, ok, rel_ttp_sum_out_of_range
93.621, 5.2630, 65.9368, -0.9033, -0.2258, 5.2630, 65.9368, -0.9033, -0.2723, 99.24, 45.89, 569.0000, 909.9628, 1, 99.24, 45.89, 0, 1, 1, P2V_relTTP:-0.2258->-0.2723, ok
94.323, 9.0075, 81.1379, -0.6380, -0.4640, 9.0075, 81.1379, -0.6380, -0.4640, 118.88, 81.71, 702.0000, 739.4814, 1, 118.88, 81.71, 0, 0, 1, ok, ok
94.823, 5.9383, 83.2477, -0.3761, -0.4701, 5.9383, 83.2477, -0.3761, -0.4701, 116.64, 84.45, 500.0000, 720.7407, 1, 116.64, 84.45, 0, 0, 1, ok, ok
95.385, 8.2717, 98.3010, -0.7260, -0.4600, 8.2717, 98.3010, -0.7260, -0.4600, 108.84, 76.54, 561.0000, 610.3704, 1, 108.84, 76.54, 0, 0, 1, ok, ok
95.993, 8.9001, 102.4441, -0.6471, -0.3529, 8.9001, 102.4441, -0.6471, -0.3529, 108.15, 80.82, 609.0000, 585.6852, 1, 108.15, 80.82, 0, 0, 1, ok, ok
96.663, 9.0787, 100.4449, -0.5961, -0.3777, 9.0787, 100.4449, -0.5961, -0.3777, 111.49, 84.61, 669.0000, 597.3426, 1, 111.49, 84.61, 0, 0, 1, ok, ok
97.228, 7.7820, 94.7611, -0.4933, -0.4425, 7.7820, 94.7611, -0.4933, -0.4425, 114.35, 86.11, 565.0000, 633.1713, 1, 114.35, 86.11, 0, 0, 1, ok, ok
97.802, 7.8834, 100.1526, -0.5841, -0.4071, 7.8834, 100.1526, -0.5841, -0.4071, 109.35, 81.45, 575.0000, 599.0856, 1, 109.35, 81.45, 0, 0, 1, ok, ok
98.402, 8.1049, 102.2072, -0.6887, -0.4017, 8.1049, 102.2072, -0.6887, -0.4017, 106.31, 76.86, 600.0000, 587.0428, 1, 106.31, 76.86, 0, 0, 1, ok, ok
99.072, 9.1713, 101.0916, -0.6050, -0.3300, 9.1713, 101.0916, -0.6050, -0.3300, 109.79, 83.28, 670.0000, 593.5214, 1, 109.79, 83.28, 0, 0, 1, ok, ok
99.599, 9.1713, 94.9727, -0.5418, -0.4433, 9.1713, 94.9727, -0.5418, -0.4433, 117.04, 88.87, 526.0000, 631.7607, 1, 117.04, 88.87, 0, 0, 1, ok, ok
100.198, 8.9394, 103.6484, -0.6274, -0.3764, 8.9394, 103.6484, -0.6274, -0.3764, 109.18, 82.83, 600.0000, 578.8804, 1, 109.18, 82.83, 0, 0, 1, ok, ok
100.768, 8.1234, 101.7915, -0.6050, -0.4400, 8.1234, 101.7915, -0.6050, -0.4400, 110.02, 82.38, 570.0000, 589.4402, 1, 110.02, 82.38, 0, 0, 1, ok, ok
101.474, 8.9473, 103.4982, -0.6368, -0.3474, 8.9473, 103.4982, -0.6368, -0.3474, 108.06, 81.54, 706.0000, 579.7201, 1, 108.06, 81.54, 0, 0, 1, ok, ok
102.006, 7.6672, 93.3329, -0.3739, -0.4674, 7.6672, 93.3329, -0.3739, -0.4674, 118.54, 92.51, 532.0000, 642.8600, 1, 118.54, 92.51, 0, 0, 1, ok, ok
102.608, 8.6508, 102.1398, -0.6203, -0.4962, 8.6508, 102.1398, -0.6203, -0.4962, 112.82, 85.16, 602.0000, 587.4300, 1, 112.82, 85.16, 0, 0, 1, ok, ok
103.209, 8.7735, 100.8887, -0.6030, -0.4385, 8.7735, 100.8887, -0.6030, -0.4385, 112.21, 84.80, 601.0000, 594.7150, 1, 112.21, 84.80, 0, 0, 1, ok, ok
103.807, 8.8521, 100.3584, -0.5491, -0.3844, 8.8521, 100.3584, -0.5491, -0.3844, 112.36, 86.42, 598.0000, 597.8575, 1, 112.36, 86.42, 0, 0, 1, ok, ok
104.408, 8.3203, 100.3464, -0.6070, -0.4398, 8.3203, 100.3464, -0.6070, -0.4398, 110.98, 82.81, 601.0000, 597.9288, 1, 110.98, 82.81, 0, 0, 1, ok, ok
104.974, 7.9699, 100.0894, -0.5491, -0.3844, 7.9699, 100.0894, -0.5491, -0.3844, 109.86, 83.02, 566.0000, 599.4644, 1, 109.86, 83.02, 0, 0, 1, ok, ok
105.611, 8.4974, 102.9633, -0.6996, -0.4081, 8.4974, 102.9633, -0.6996, -0.4081, 107.13, 78.06, 637.0000, 582.7322, 1, 107.13, 78.06, 0, 0, 1, ok, ok
106.251, 8.7810, 98.3823, -0.5181, -0.3626, 8.7810, 98.3823, -0.5181, -0.3626, 112.92, 86.93, 638.0000, 609.8661, 1, 112.92, 86.93, 0, 0, 1, ok, ok
106.788, 7.8294, 96.1642, -0.4655, -0.4655, 7.8294, 96.1642, -0.4655, -0.4655, 115.55, 88.60, 539.0000, 623.9330, 1, 115.55, 88.60, 0, 0, 1, ok, ok
107.381, 7.8635, 103.1874, -0.6122, -0.4286, 7.8635, 103.1874, -0.6122, -0.4286, 108.26, 80.89, 592.0000, 581.4665, 1, 108.26, 80.89, 0, 0, 1, ok, ok
107.953, 7.5204, 102.2611, -0.6132, -0.3902, 7.5204, 102.2611, -0.6132, -0.3902, 106.29, 78.36, 573.0000, 586.7333, 1, 106.29, 78.36, 0, 0, 1, ok, ok
108.584, 8.8905, 103.4721, -0.6335, -0.3455, 8.8905, 103.4721, -0.6335, -0.3455, 107.94, 81.45, 631.0000, 579.8666, 1, 107.94, 81.45, 0, 0, 1, ok, ok
109.148, 7.2770, 99.1026, -0.5737, -0.4168, 7.2770, 99.1026, -0.5737, -0.4168, 108.50, 79.81, 564.0000, 605.4333, 1, 108.50, 79.81, 0, 0, 1, ok, ok
109.752, 7.5821, 102.6138, -0.5266, -0.3511, 7.5821, 102.6138, -0.5266, -0.3511, 107.50, 82.20, 603.0000, 584.7167, 1, 107.50, 82.20, 0, 0, 1, ok, ok
110.327, 7.3571, 101.0342, -0.5473, -0.4925, 7.3571, 101.0342, -0.5473, -0.4925, 111.27, 83.86, 576.0000, 593.8583, 1, 111.27, 83.86, 0, 0, 1, ok, ok
111.497, 9.0846, 102.5765, -0.7448, -0.4010, 9.0846, 102.5765, -0.7448, -0.4010, 107.50, 77.64, 1170.0000, 584.9292, 1, 107.50, 77.64, 0, 0, 1, ok, ok
112.067, 6.6264, 68.3788, -0.8462, -0.2256, 6.6264, 68.3788, -0.8462, -0.2723, 104.04, 54.49, 570.0000, 877.4646, 1, 104.04, 54.49, 0, 1, 1, P2V_relTTP:-0.2256->-0.2723, ok
112.662, 6.2812, 82.9036, -0.5789, -0.4632, 6.2812, 82.9036, -0.5789, -0.4632, 111.95, 74.69, 595.0000, 723.7323, 1, 111.95, 74.69, 0, 0, 1, ok, ok
113.297, 8.9906, 90.9965, -0.6101, -0.4437, 8.9906, 90.9965, -0.6101, -0.4437, 115.88, 83.98, 635.0000, 659.3661, 1, 115.88, 83.98, 0, 0, 1, ok, ok
113.869, 8.6084, 92.7095, -0.5197, -0.4157, 8.6084, 92.7095, -0.5197, -0.4157, 115.83, 86.83, 571.0000, 647.1831, 1, 115.83, 86.83, 0, 0, 1, ok, ok
114.437, 8.9049, 98.5074, -0.5779, -0.4046, 8.9049, 98.5074, -0.5779, -0.4046, 112.94, 85.37, 568.0000, 609.0915, 1, 112.94, 85.37, 0, 0, 1, ok, ok
115.306, 9.1852, 101.9462, -0.7553, -0.4067, 9.1852, 101.9462, -0.7553, -0.4067, 107.88, 77.53, 870.0000, 588.5458, 1, 107.88, 77.53, 0, 0, 1, ok, ok
115.638, 3.9333, 101.9462, -0.9500, -0.4931, 9.1852, 101.9462, -0.7553, -0.4067, 107.88, 77.53, 332.0000, 588.5458, 1, 107.88, 77.53, 0, 0, 0, ok, rel_ttp_sum_out_of_range
