経過時間_秒,M1_A,M1_HR,M1_V2P_relTTP,M1_P2V_relTTP,M1_SBP,M1_DBP,M2_A,M2_HR,M2_V2P_relTTP,M2_P2V_relTTP,M2_Stiffness,M2_E,M2_SBP,M2_DBP,M3_A,M3_HR,M3_Mean,M3_Phi,M3_SBP,M3_DBP,timestamp,ref_SBP,ref_DBP,subject_id,source_file
50.51,9.2803,67.0335,-0.4751,-0.3654,125.39,86.74,4.9039,66.8151,-0.4751,-0.3654,9.6648,4.3644,127.48,86.0,4.922,66.8151,5.7119,2.0856,125.59,84.5,50510,,,MS2,MS2-1_17_10_11_Training_Data.csv
51.403,9.3304,69.2811,-0.7097,-0.3548,118.05,74.45,4.7874,59.7015,-0.7097,-0.3548,9.1649,4.1887,132.64,93.82,4.7753,59.7015,6.4026,2.1813,124.84,84.76,51403,,,MS2,MS2-1_17_10_11_Training_Data.csv
52.31,9.4163,68.2191,-0.6652,-0.3326,119.15,76.39,4.5301,82.1918,-0.6652,-0.3326,8.141,3.8249,116.2,75.35,4.5253,82.0793,6.0543,2.1577,122.54,82.89,52310,,,MS2,MS2-1_17_10_11_Training_Data.csv
53.15,9.3452,67.1697,-0.6185,-0.3275,120.38,78.32,4.8743,66.0793,-0.6185,-0.3275,9.7136,4.3997,124.78,82.81,4.8916,66.1521,5.4573,1.9422,123.62,82.15,53150,,,MS2,MS2-1_17_10_11_Training_Data.csv
54.054,9.2377,69.2337,-0.7071,-0.3143,116.57,73.12,4.9467,66.5188,-0.7071,-0.3143,9.4769,4.261,125.57,84.83,4.9684,66.5188,5.5193,1.8381,122.64,80.99,54054,,,MS2,MS2-1_17_10_11_Training_Data.csv
54.915,9.4508,67.7725,-0.656,-0.8396,135.81,90.76,4.6915,72.2022,-0.656,-0.8396,8.1635,3.769,115.54,74.62,4.689,72.2022,6.0795,1.7078,118.82,76.89,54915,,,MS2,MS2-1_17_10_11_Training_Data.csv
55.726,9.1902,68.7161,-0.6132,-0.3066,118.93,77.67,4.6579,66.5188,-0.6132,-0.3066,8.4626,3.9211,129.74,89.03,4.651,66.5188,6.0793,1.7942,119.29,78.0,55726,,,MS2,MS2-1_17_10_11_Training_Data.csv
56.625,9.1816,71.2522,-0.7324,-0.3255,115.44,72.15,4.9926,69.5249,-0.7324,-0.3255,9.723,4.3515,126.03,85.62,5.0365,69.5249,5.141,1.9003,123.6,82.57,56625,,,MS2,MS2-1_17_10_11_Training_Data.csv
57.493,9.3446,68.9624,-0.6615,-0.3307,118.75,76.37,4.2265,74.5342,-0.6615,-0.3307,7.0622,3.4352,109.57,69.59,4.195,74.6269,6.4666,1.5094,111.68,70.38,57493,,,MS2,MS2-1_17_10_11_Training_Data.csv
58.328,9.3446,69.0036,-0.6835,-0.3038,117.27,74.47,4.549,66.2252,-0.6835,-0.3038,8.8313,4.1406,121.22,80.5,4.5552,66.1521,5.3751,1.9284,120.0,79.75,58328,,,MS2,MS2-1_17_10_11_Training_Data.csv
0.032,9.5328,66.2521,-0.6622,-0.3311,120.13,76.68,4.6452,78.0234,-0.6549,-0.6185,9.3592,4.3425,123.95,82.1,4.6813,77.9221,5.2244,2.5676,129.3,90.67,32,,,MS3,MS3-1_17_15_55_Training_Data.csv
0.398,9.0369,66.2021,-0.3627,-0.6185,136.1,98.58,4.6452,78.0234,-0.3627,-0.6185,9.3592,4.3425,123.95,82.1,4.6813,77.9221,5.2244,2.5676,129.3,90.67,398,,,MS3,MS3-1_17_15_55_Training_Data.csv
1.303,9.4599,65.2771,-0.6019,-0.3541,122.61,80.1,4.7709,66.7408,-0.6019,-0.3541,8.9103,4.0794,143.14,104.76,4.8146,66.8151,4.9568,1.7897,121.57,79.44,1303,,,MS3,MS3-1_17_15_55_Training_Data.csv
2.264,9.7418,65.7838,-0.6928,-0.5105,125.77,80.66,3.5656,64.2398,-0.6928,-0.5105,5.1662,2.7359,108.37,70.79,3.5225,64.2398,7.4422,1.5501,106.62,66.22,2264,,,MS3,MS3-1_17_15_55_Training_Data.csv
3.137,8.3304,64.0656,-0.5151,-0.3434,121.73,79.97,5.0411,66.4452,-0.5151,-0.3434,9.9892,4.4491,128.36,84.99,5.0698,66.4452,5.6871,2.0168,126.77,84.4,3137,,,MS3,MS3-1_17_15_55_Training_Data.csv
4.067,9.4175,66.3152,-0.5292,-0.5292,129.75,88.74,4.6936,61.2245,-0.5292,-0.5292,8.338,3.8486,127.15,87.94,4.7204,61.2245,4.9747,1.6402,118.72,76.47,4067,,,MS3,MS3-1_17_15_55_Training_Data.csv
5.01,9.6935,65.4033,-0.6376,-0.3903,123.43,80.09,5.0076,62.8931,-0.6376,-0.3903,10.4096,4.6517,138.81,97.25,5.0026,62.8931,5.7743,2.6856,133.75,94.42,5010,,,MS3,MS3-1_17_15_55_Training_Data.csv
5.876,9.6935,64.5028,-0.6288,-0.3499,122.67,79.33,4.8967,71.6846,-0.6288,-0.3499,9.4564,4.2734,126.72,84.64,4.9035,71.6846,6.0221,2.322,128.72,87.96,5876,,,MS3,MS3-1_17_15_55_Training_Data.csv
6.878,9.4,66.808,-0.4573,-0.5716,132.88,93.73,4.8302,63.6943,-0.4573,-0.5716,9.1125,4.1463,124.53,83.42,4.8759,63.6267,4.9187,1.8695,122.74,81.11,6878,,,MS3,MS3-1_17_15_55_Training_Data.csv
8.581,9.3303,63.1547,-0.5928,-0.2635,120.26,77.32,4.7039,71.7703,-0.5928,-0.2635,8.9343,4.1194,131.47,90.8,4.6863,71.7703,6.3185,2.6807,131.24,92.05,8581,,,MS3,MS3-1_17_15_55_Training_Data.csv
11.295,9.58,64.7931,-0.622,-0.3293,121.77,78.75,4.5976,57.9151,-0.622,-0.3293,7.8185,3.6464,126.06,86.48,4.5775,57.971,6.695,2.0726,122.69,81.64,11295,,,MS3,MS3-1_17_15_55_Training_Data.csv
12.187,9.2533,66.4443,-0.6375,-0.3375,120.14,77.13,4.8788,74.3494,-0.6375,-0.3375,9.6602,4.3735,126.87,85.27,4.8961,74.3494,5.6938,2.1648,126.42,85.57,12187,,,MS3,MS3-1_17_15_55_Training_Data.csv
13.096,9.523,66.8147,-0.6652,-0.3695,121.07,77.61,4.9762,69.2042,-0.6652,-0.3695,9.5271,4.2708,125.43,83.85,5.0056,69.2042,5.1313,1.8316,123.46,81.29,13096,,,MS3,MS3-1_17_15_55_Training_Data.csv
14.098,9.523,66.4082,-0.6535,-0.3267,120.16,77.01,4.8475,66.7408,-0.6535,-0.3267,9.1328,4.1481,123.17,81.52,4.8614,66.6667,5.6401,1.9415,123.48,81.86,14098,,,MS3,MS3-1_17_15_55_Training_Data.csv
15.8,9.2385,63.0086,-0.3956,-0.4615,131.77,92.87,4.7518,56.391,-0.3956,-0.4615,8.9153,4.0899,138.18,99.01,4.784,56.338,4.8457,2.0359,124.69,83.15,15800,,,MS3,MS3-1_17_15_55_Training_Data.csv
16.667,9.6367,64.6813,-0.6213,-0.402,124.31,80.96,4.6669,81.6327,-0.6213,-0.402,8.8353,4.0899,138.18,99.01,4.6828,81.6327,5.8802,2.5097,124.69,83.15,16667,,,MS3,MS3-1_17_15_55_Training_Data.csv
17.501,9.2481,66.8291,-0.4562,-0.4942,129.99,91.11,4.5333,65.9341,-0.4562,-0.4942,7.4194,3.4847,118.67,79.13,4.5166,66.0066,6.775,1.8606,119.19,77.88,17501,,,MS3,MS3-1_17_15_55_Training_Data.csv
18.386,9.3414,69.3316,-0.6735,-0.5546,125.44,81.87,4.999,69.8487,-0.6735,-0.5546,9.566,4.2785,137.57,98.56,5.0426,69.8487,5.4614,1.8719,123.7,82.03,18386,,,MS3,MS3-1_17_15_55_Training_Data.csv
19.274,9.4586,68.5947,-0.6719,-0.336,119.08,76.34,4.6712,71.6846,-0.6719,-0.336,7.9213,3.6651,128.8,88.78,4.6634,71.6846,6.4796,1.7395,118.74,77.06,19274,,,MS3,MS3-1_17_15_55_Training_Data.csv
20.18,9.3555,68.0387,-0.631,-0.333,119.98,77.97,4.758,68.8863,-0.631,-0.333,8.1318,3.728,117.54,77.11,4.751,68.8073,6.4029,1.6875,119.06,76.85,20180,,,MS3,MS3-1_17_15_55_Training_Data.csv
21.081,9.3336,67.1197,-0.5828,-0.3642,122.52,81.18,4.8217,66.6667,-0.5828,-0.3642,8.7479,3.9839,122.44,81.71,4.8294,66.7408,5.4903,1.6541,119.66,77.2,21081,,,MS3,MS3-1_17_15_55_Training_Data.csv
21.916,9.3336,66.8551,-0.586,-0.4029,123.75,82.02,4.8532,66.6667,-0.586,-0.4029,9.4809,4.3036,128.77,87.87,4.9103,66.5927,4.7619,2.0059,124.67,83.54,21916,,,MS3,MS3-1_17_15_55_Training_Data.csv
22.785,9.332,69.2656,-0.5928,-0.3557,121.3,80.71,4.7177,66.0793,-0.5928,-0.3557,8.8716,4.0845,126.42,86.56,4.7078,66.1521,6.3991,2.0811,123.04,82.75,22785,,,MS3,MS3-1_17_15_55_Training_Data.csv
24.487,9.506,69.1152,-0.6448,-0.3414,119.97,78.19,4.3156,62.2407,-0.6448,-0.3414,7.8908,3.7984,131.85,94.26,4.296,62.2407,6.7921,2.3536,122.5,84.16,24487,,,MS3,MS3-1_17_15_55_Training_Data.csv
25.387,9.3131,67.7922,-0.5854,-0.3659,122.23,81.1,4.6129,85.1064,-0.5854,-0.3659,8.3671,3.8957,120.31,79.92,4.603,84.9858,6.1676,2.2924,124.91,85.46,25387,,,MS3,MS3-1_17_15_55_Training_Data.csv
26.254,9.3154,67.2247,-0.5133,-0.4033,125.59,85.9,4.6599,66.7408,-0.5133,-0.4033,8.5036,3.9393,124.55,84.57,4.6769,66.8151,5.2375,1.9216,121.42,80.5,26254,,,MS3,MS3-1_17_15_55_Training_Data.csv
27.223,9.3878,68.2001,-0.5709,-0.4567,125.62,84.69,4.3048,66.4452,-0.5709,-0.4567,7.6828,3.7029,125.52,87.3,4.3545,66.4452,4.5342,2.1322,120.82,81.96,27223,,,MS3,MS3-1_17_15_55_Training_Data.csv
28.792,9.3278,64.9082,-0.4427,-0.4427,129.55,90.45,4.9015,61.0998,-0.4427,-0.4427,9.6528,4.36,142.91,103.74,4.8966,61.0998,5.8366,2.4803,130.46,90.47,28792,,,MS3,MS3-1_17_15_55_Training_Data.csv
29.669,9.4573,67.2502,-0.6907,-0.3837,120.5,76.44,4.5429,75.9494,-0.6907,-0.3837,8.1717,3.8339,132.12,94.04,4.5181,75.8534,6.5076,2.7357,129.45,91.73,29669,,,MS3,MS3-1_17_15_55_Training_Data.csv
30.598,9.3487,67.8276,-0.7149,-0.3763,119.1,74.62,4.6606,77.4194,-0.7149,-0.3763,8.8276,4.089,120.77,79.41,4.6622,77.3196,6.1481,2.3441,126.06,86.67,30598,,,MS3,MS3-1_17_15_55_Training_Data.csv
31.504,9.3639,66.1669,-0.6039,-0.3197,120.91,78.82,4.8505,69.2042,-0.6039,-0.3197,9.1711,4.1642,120.93,78.6,4.8763,69.3642,5.2891,1.8571,122.7,80.78,31504,,,MS3,MS3-1_17_15_55_Training_Data.csv
32.408,9.3988,66.1595,-0.5458,-0.473,127.5,86.23,4.8393,64.1711,-0.5458,-0.473,9.564,4.3476,127.32,85.96,4.8807,64.1711,4.9924,1.8653,122.87,81.05,32408,,,MS3,MS3-1_17_15_55_Training_Data.csv
33.275,9.3327,66.302,-0.6578,-0.3289,119.58,76.1,4.8115,59.8802,-0.6578,-0.3289,9.1061,4.1514,131.37,91.03,4.8005,59.8802,6.3366,2.1546,125.4,84.53,33275,,,MS3,MS3-1_17_15_55_Training_Data.csv
34.17,9.2053,67.6838,-0.6832,-0.3041,117.29,73.78,4.8427,74.6269,-0.6832,-0.3041,9.1304,4.149,122.5,81.26,4.883,74.6269,5.299,2.025,124.42,83.45,34170,,,MS3,MS3-1_17_15_55_Training_Data.csv
35.049,9.3371,67.3599,-0.5162,-0.4782,127.92,87.88,4.7659,68.8863,-0.5162,-0.4782,8.9499,4.0996,120.07,78.64,4.8029,68.8863,5.2395,1.7397,120.4,78.47,35049,,,MS3,MS3-1_17_15_55_Training_Data.csv
35.941,9.3942,67.845,-0.6765,-0.3007,117.87,74.78,4.677,66.2252,-0.6765,-0.3007,8.6934,4.0198,131.07,91.79,4.6772,66.2252,6.2154,1.7639,119.34,77.64,35941,,,MS3,MS3-1_17_15_55_Training_Data.csv
36.784,9.3483,67.5535,-0.5919,-0.5179,127.08,85.0,4.8303,70.0117,-0.5919,-0.5179,8.5235,3.8782,118.36,77.43,4.8282,69.9301,6.245,1.6344,119.25,76.59,36784,,,MS3,MS3-1_17_15_55_Training_Data.csv
37.653,9.2841,69.2767,-0.6647,-0.5083,124.05,80.85,4.8587,66.0066,-0.6647,-0.5083,9.0626,4.1114,129.02,88.85,4.8679,66.0793,5.889,1.7287,120.39,78.47,37653,,,MS3,MS3-1_17_15_55_Training_Data.csv
38.519,9.4314,69.2005,-0.6463,-0.4942,124.56,82.0,4.4578,71.8563,-0.6463,-0.4942,6.9999,3.3153,116.16,76.97,4.4397,71.8563,6.727,1.7642,116.84,75.88,38519,,,MS3,MS3-1_17_15_55_Training_Data.csv
39.323,9.2777,69.2422,-0.6097,-0.343,120.28,79.25,4.689,69.1244,-0.6097,-0.343,8.6277,3.9843,124.04,83.64,4.6803,69.1244,6.3603,1.7783,119.23,77.83,39323,,,MS3,MS3-1_17_15_55_Training_Data.csv
40.229,9.2877,71.8338,-0.6978,-0.3271,116.58,74.53,4.7892,69.2841,-0.6978,-0.3271,8.73,3.9892,122.78,83.42,4.8145,69.2841,5.481,1.7574,119.73,78.73,40229,,,MS3,MS3-1_17_15_55_Training_Data.csv
41.091,9.3304,68.876,-0.6549,-0.3638,119.97,77.56,4.6273,73.8916,-0.6549,-0.3638,8.681,4.0356,118.47,77.45,4.6305,73.8916,5.6318,1.8436,119.69,78.81,41091,,,MS3,MS3-1_17_15_55_Training_Data.csv
41.999,9.2675,69.2389,-0.6891,-0.3063,116.9,73.98,4.8016,67.3401,-0.6891,-0.3063,9.2693,4.2302,123.71,82.71,4.8124,67.3401,5.6335,2.0173,123.32,82.73,41999,,,MS3,MS3-1_17_15_55_Training_Data.csv
42.859,9.2716,67.6603,-0.6185,-0.3275,120.02,78.11,4.67,68.7285,-0.6185,-0.3275,8.3104,3.8456,117.02,76.16,4.6622,68.7285,6.0471,1.6784,118.25,76.27,42859,,,MS3,MS3-1_17_15_55_Training_Data.csv
43.802,9.371,68.6584,-0.7282,-0.3449,117.54,73.26,4.8073,66.1521,-0.7282,-0.3449,9.3231,4.2522,125.22,84.49,4.8308,66.0793,5.2429,1.8666,121.87,80.64,43802,,,MS3,MS3-1_17_15_55_Training_Data.csv
44.759,9.4919,66.0832,-0.6656,-0.3153,119.47,75.88,4.6966,69.7674,-0.6656,-0.3153,8.734,4.0302,117.92,75.83,4.6978,69.8487,5.755,1.8253,120.68,78.92,44759,,,MS3,MS3-1_17_15_55_Training_Data.csv
45.568,7.9345,64.345,-0.4828,-0.3448,121.43,80.26,4.8534,63.8298,-0.4828,-0.3448,9.5579,4.3385,124.33,81.84,4.8757,63.762,5.2019,1.8649,123.19,80.93,45568,,,MS3,MS3-1_17_15_55_Training_Data.csv
46.468,7.9345,68.9072,-0.5711,-0.4079,119.59,77.92,4.2617,62.3053,-0.5711,-0.4079,7.5905,3.6769,125.44,87.86,4.2776,62.3701,4.6188,1.8048,116.1,76.29,46468,,,MS3,MS3-1_17_15_55_Training_Data.csv
47.277,9.5345,67.7302,-0.586,-0.4029,124.06,82.91,4.9213,74.6269,-0.586,-0.4029,10.3153,4.6499,133.56,92.22,4.9544,74.6269,5.0396,2.5106,130.81,91.64,47277,,,MS3,MS3-1_17_15_55_Training_Data.csv
51.879,9.5095,70.8438,-0.776,-0.3676,116.67,72.16,4.8278,64.5856,-0.776,-0.3676,9.6895,4.4099,133.61,93.44,4.8175,64.5856,6.0727,2.677,130.76,92.95,51879,,,MS3,MS3-1_17_15_55_Training_Data.csv
52.719,8.8694,66.4108,-0.5146,-0.3438,122.61,82.39,4.8703,77.1208,-0.5146,-0.3438,9.2162,4.1761,117.71,74.7,4.9089,77.1208,5.3812,2.146,126.35,85.49,52719,,,MS3,MS3-1_17_15_55_Training_Data.csv
53.625,9.3346,68.8679,-0.5113,-0.59,131.15,91.39,4.6807,61.9195,-0.5113,-0.59,8.6081,3.9788,127.92,89.06,4.7121,61.9195,5.1161,1.8211,120.22,79.2,53625,,,MS3,MS3-1_17_15_55_Training_Data.csv
54.561,9.3346,67.5207,-0.4735,-0.3278,124.24,86.08,4.8259,71.8563,-0.4735,-0.3278,9.5463,4.3456,144.69,104.83,4.8473,71.8563,5.5986,2.2859,127.18,87.19,54561,,,MS3,MS3-1_17_15_55_Training_Data.csv
55.394,9.183,65.7312,-0.5987,-0.317,120.57,78.27,4.7252,66.7408,-0.5987,-0.317,7.9467,3.6557,127.35,88.84,4.7128,66.7408,6.5643,1.64,118.63,75.79,55394,,,MS3,MS3-1_17_15_55_Training_Data.csv
56.358,9.2618,68.7755,-0.7536,-0.3173,115.6,70.75,5.0018,64.0342,-0.7536,-0.3173,9.4935,4.2448,126.48,85.85,5.0425,64.0342,5.198,1.7166,122.01,79.7,56358,,,MS3,MS3-1_17_15_55_Training_Data.csv
57.258,9.6227,65.3451,-0.6504,-0.3423,121.36,77.82,4.8126,71.7703,-0.6504,-0.3423,9.2589,4.2206,118.36,75.35,4.8314,71.7703,5.7278,1.8249,122.05,79.8,57258,,,MS3,MS3-1_17_15_55_Training_Data.csv
58.227,9.2944,65.9993,-0.6967,-0.2933,117.36,72.86,4.8031,61.9835,-0.6967,-0.2933,8.7729,4.003,121.96,80.72,4.7997,61.9835,6.2576,1.8282,121.61,79.44,58227,,,MS3,MS3-1_17_15_55_Training_Data.csv
59.136,9.3424,63.8943,-0.5789,-0.4768,127.25,84.02,4.9707,66.9643,-0.5789,-0.4768,9.7874,4.39,123.17,80.03,5.0026,66.9643,5.1599,1.7011,122.52,79.21,59136,,,MS3,MS3-1_17_15_55_Training_Data.csv
0.017,9.3337,76.1022,-0.6875,-0.3867,117.57,77.48,4.7463,74.5342,-0.6875,-0.3867,8.8463,4.0605,122.92,84.41,4.7736,74.4417,5.4788,2.0214,121.55,82.61,17,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
0.852,9.4265,74.2384,-0.6377,-0.3587,118.9,79.47,3.9314,78.125,-0.6377,-0.3587,6.5226,3.2896,109.73,71.94,3.901,78.125,6.6556,1.8993,112.45,74.49,852,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
1.653,9.2072,71.3773,-0.567,-0.378,121.7,82.52,4.8179,69.4444,-0.567,-0.378,9.6529,4.3977,125.74,85.1,4.8491,69.4444,5.2087,2.2082,125.48,86.14,1653,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
2.528,9.427,73.0993,-0.7004,-0.3708,117.91,76.29,4.8074,71.4286,-0.7004,-0.3708,8.8353,4.0297,125.89,87.19,4.8186,71.5137,5.8633,2.0399,122.79,83.04,2528,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
3.39,9.3492,70.7213,-0.6781,-0.339,118.02,75.98,4.5605,75.2823,-0.6781,-0.339,8.0595,3.774,116.1,76.0,4.5586,75.2823,6.1163,1.8635,118.83,78.46,3390,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
4.228,9.383,70.2,-0.6132,-0.3066,119.03,78.61,4.8124,68.8073,-0.6132,-0.3066,9.4976,4.3294,122.81,81.59,4.8435,68.8073,5.2926,2.0291,123.57,83.26,4228,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
5.097,9.2714,70.8508,-0.6293,-0.3528,119.54,78.68,4.7937,69.2042,-0.6293,-0.3528,9.5552,4.3642,125.7,85.35,4.8285,69.2042,5.3213,1.8888,121.63,80.95,5097,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
5.895,9.4271,69.977,-0.6083,-0.3802,121.72,81.02,4.6884,71.5137,-0.6083,-0.3802,8.6962,4.0162,122.3,82.29,4.7062,71.5137,5.573,1.91,120.93,80.38,5895,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
6.747,9.4893,72.4452,-0.6608,-0.3304,118.1,77.45,4.8872,69.2042,-0.6608,-0.3304,9.5704,4.3291,127.01,87.02,4.9094,69.2042,5.7143,2.1207,124.73,84.96,6747,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
7.501,9.4893,71.4621,-0.6204,-0.349,120.11,79.97,4.6549,74.7198,-0.6204,-0.349,8.4848,3.9327,119.03,79.21,4.6452,74.6269,6.2125,1.772,118.37,77.56,7501,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
8.304,9.3347,75.3009,-0.7003,-0.4377,119.09,78.08,4.5469,71.7703,-0.7003,-0.4377,8.4337,3.9551,120.66,82.24,4.5853,71.8563,4.9359,2.0127,119.95,81.45,8304,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
9.175,9.0837,75.0092,-0.6986,-0.3288,115.02,74.2,4.029,78.125,-0.6986,-0.3288,6.6622,3.3191,110.51,72.6,4.0176,78.0234,6.1333,2.1512,116.36,79.42,9175,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
9.975,9.3943,71.8175,-0.6062,-0.341,119.85,80.2,4.3116,74.9064,-0.6062,-0.341,7.4675,3.5963,112.68,73.41,4.3171,75.0,4.9285,1.7494,115.15,75.56,9975,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
11.76,9.3935,73.3743,-0.66,-0.4538,121.49,80.62,4.6071,74.7198,-0.66,-0.4538,8.277,3.8562,115.67,76.01,4.6101,74.7198,5.8743,1.758,117.51,77.24,11760,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
12.609,9.2978,72.1273,-0.6631,-0.3511,118.23,77.11,4.8446,64.1711,-0.6631,-0.3511,9.3633,4.254,125.0,84.48,4.8621,64.1026,5.5077,2.1289,124.48,84.86,12609,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
14.418,9.4465,71.3919,-0.6608,-0.3887,120.16,78.72,4.56,69.0449,-0.6608,-0.3887,8.4161,3.9412,117.23,76.99,4.5519,69.1244,5.9627,1.8312,118.26,77.97,14418,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
15.254,9.4465,70.1988,-0.6456,-0.3406,119.42,78.06,4.8851,64.1026,-0.6456,-0.3406,9.9544,4.5038,126.55,85.09,4.9071,64.1026,5.3588,2.1308,125.34,85.25,15254,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
16.09,9.3393,71.0179,-0.6719,-0.3557,118.61,76.77,4.7572,69.3642,-0.6719,-0.3557,8.6791,3.9792,120.85,80.92,4.7591,69.3642,5.8213,1.9374,121.49,81.06,16090,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
16.992,9.2296,71.3921,-0.7105,-0.3158,115.83,73.26,4.7729,72.1154,-0.7105,-0.3158,9.2239,4.2221,122.09,81.45,4.7986,72.0288,5.3233,2.0037,122.6,82.55,16992,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
17.791,9.2883,68.8299,-0.5847,-0.3289,120.68,80.19,4.6775,71.5137,-0.5847,-0.3289,8.4177,3.8921,116.34,75.4,4.6856,71.599,5.6123,1.7897,119.57,78.34,17791,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
18.626,9.2995,71.8256,-0.7021,-0.3304,116.6,74.43,4.5886,66.5927,-0.7021,-0.3304,8.7473,4.0835,124.17,85.08,4.5997,66.5188,5.3957,1.8601,118.99,78.96,18626,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
19.5,9.3373,71.884,-0.7122,-0.3165,115.97,73.67,4.3972,74.1656,-0.7122,-0.3165,7.9743,3.8028,114.81,75.05,4.3981,74.1656,5.601,1.8137,116.57,76.83,19500,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
20.366,9.3584,70.2297,-0.6419,-0.8684,136.08,92.3,4.5761,72.4638,-0.6419,-0.8684,8.9302,4.1746,118.47,77.37,4.6047,72.5514,5.0165,1.9843,120.88,81.09,20366,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
21.202,9.4393,69.7537,-0.6478,-0.343,119.55,77.91,4.5565,69.2042,-0.6478,-0.343,8.9007,4.1698,132.98,92.27,4.6013,69.2042,4.6886,1.8987,119.97,79.86,21202,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
22.105,9.3197,70.7476,-0.6711,-0.3158,117.38,75.61,4.7525,68.4932,-0.6711,-0.3158,9.5055,4.3603,124.5,83.74,4.791,68.4932,4.9032,2.0708,123.5,83.72,22105,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
22.942,9.4456,68.5289,-0.6213,-0.3643,121.36,79.76,4.6543,72.4638,-0.6213,-0.3643,8.8705,4.1117,120.52,79.56,4.6697,72.4638,5.3128,1.8229,119.91,78.87,22942,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
23.77,9.3213,70.0713,-0.6703,-0.3931,120.08,77.67,4.7928,66.2252,-0.6703,-0.3931,9.5905,4.3808,126.73,86.03,4.8232,66.2252,5.0375,2.1395,124.73,84.96,23770,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
24.646,9.3899,71.2052,-0.6767,-0.3185,117.37,75.72,4.5122,71.7703,-0.6767,-0.3185,8.4718,3.9883,119.97,79.95,4.5249,71.7703,5.6221,1.8312,118.08,77.93,24646,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
25.476,9.2755,69.8635,-0.6411,-0.3394,119.1,77.56,4.6455,72.0288,-0.6411,-0.3394,8.676,4.0254,119.15,78.61,4.6601,71.9424,5.2556,1.9569,121.12,80.94,25476,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
27.085,9.1817,71.0136,-0.6354,-0.3177,117.94,77.08,4.6147,72.6392,-0.6354,-0.3177,8.3243,3.875,121.58,82.56,4.6269,72.6392,5.7527,1.8544,119.31,78.91,27085,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
27.885,9.3481,71.0097,-0.5467,-0.3515,121.94,83.36,4.2762,77.821,-0.5467,-0.3515,7.5269,3.6399,116.24,77.46,4.2649,77.7202,5.803,1.8431,115.88,76.34,27885,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
30.092,9.1433,72.9947,-0.6608,-0.3304,116.92,76.21,4.1509,85.3485,-0.6608,-0.3304,6.8546,3.3644,120.22,84.11,4.141,85.3485,6.0993,1.8848,114.78,76.06,30092,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
30.961,9.2657,72.2466,-0.708,-0.8653,133.27,88.62,4.0735,90.3614,-0.708,-0.8653,7.1931,3.564,113.58,75.08,4.07,90.3614,5.816,2.0582,116.37,78.43,30961,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
31.857,9.3721,70.6095,-0.6835,-0.8354,133.81,89.28,4.455,71.599,-0.6835,-0.8354,8.7059,4.1247,128.61,87.5,4.4645,71.5137,5.5454,2.1319,121.21,82.28,31857,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
32.695,9.2939,68.778,-0.5899,-0.3318,120.66,80.0,4.6009,69.6056,-0.5899,-0.3318,8.6959,4.0541,129.35,88.13,4.6141,69.6864,5.3179,1.9169,120.45,79.98,32695,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
33.596,9.2418,70.1192,-0.6687,-0.354,118.63,76.4,4.8209,66.4452,-0.6687,-0.354,9.9013,4.5095,129.02,88.44,4.8692,66.4452,4.6806,2.0339,123.93,83.74,33596,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
34.47,9.4867,68.3104,-0.6593,-0.3663,120.56,77.91,4.5848,71.4286,-0.6593,-0.3663,8.5539,3.9949,120.11,79.38,4.5982,71.3436,5.8454,1.9451,120.69,80.11,34470,,,NJ1,NJ1-1_15_59_07_Training_Data.csv
