経過時間_秒, A, HR, Mean, Phi, A_used, HR_used, Mean_used, sinPhi_used, cosPhi_used, SBP, DBP, sinPhi, cosPhi, fit_a, fit_b, fit_rmse, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason, MAP_raw, PP_raw, MAP_smoothed, PP_smoothed, MAP_calibrated, PP_calibrated, SBP_smoothed, DBP_smoothed, SBP_calibrated, DBP_calibrated, postprocess_applied, POST_map_a, POST_map_b, POST_pp_a, POST_pp_b, POST_alpha_map, POST_alpha_pp
8.175, 4.3723, 73.7323, 5.2219, 1.2735, 4.3723, 73.7323, 5.2219, 0.9561, 0.2929, 119.53, 82.12, 0.9561, 0.2929, 1.2808, 4.1805, 0.9345, 830.0000, 813.7546, 1, 25, 0.2873, 9.6239, 9.3366, 3.2298, 0.3904, 0.6096, 119.53, 82.12, 119.53, 82.12, 0, 0, 0, 1, ok, ok, 94.5877, 37.4161, 94.2448, 37.7588, 94.2448, 37.7588, 119.42, 81.66, 119.42, 81.66, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
8.969, 4.3840, 74.3147, 5.0786, 1.2811, 4.3840, 74.3147, 5.0786, 0.9583, 0.2857, 119.65, 82.48, 0.9583, 0.2857, 1.2523, 4.2013, 0.7926, 821.0000, 807.3773, 1, 24, 0.3957, 9.6804, 9.2847, 3.1997, 0.3922, 0.6078, 119.65, 82.48, 119.65, 82.48, 0, 0, 0, 1, ok, ok, 94.8730, 37.1641, 94.4332, 37.4615, 94.4332, 37.4615, 119.41, 81.95, 119.41, 81.95, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
9.774, 4.1140, 0.0000, 5.9953, 1.1806, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 119.65, 82.48, 0.9248, 0.3804, 1.5648, 3.8048, 1.1177, 781.0000, 0.0000, 0, 24, 0.3937, 9.6709, 9.2772, 3.1164, 0.4059, 0.5941, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
10.608, 4.0808, 0.0000, 5.9825, 1.1211, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 119.65, 82.48, 0.9006, 0.4347, 1.7738, 3.6752, 1.0458, 810.0000, 0.0000, 0, 24, 0.5385, 9.7367, 9.1982, 3.0692, 0.4210, 0.5790, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
11.413, 4.4654, 74.1270, 5.2131, 1.0112, 4.4654, 74.1270, 5.2131, 0.8475, 0.5308, 116.21, 77.94, 0.8475, 0.5308, 2.3705, 3.7843, 0.7916, 806.0000, 809.4222, 1, 24, 0.5025, 9.6798, 9.1773, 3.2552, 0.3747, 0.6253, 116.21, 77.94, 116.21, 77.94, 0, 0, 0, 1, ok, ok, 90.6942, 38.2695, 93.3115, 37.8655, 93.3115, 37.8655, 118.56, 80.69, 118.56, 80.69, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
12.240, 4.1510, 73.4204, 3.8467, 1.3308, 4.1510, 73.4204, 3.8467, 0.9713, 0.2377, 120.44, 83.62, 0.9713, 0.2377, 0.9867, 4.0321, 0.9968, 806.0000, 817.2111, 1, 24, 0.2552, 9.2984, 9.0432, 3.0999, 0.3449, 0.6551, 120.44, 83.62, 120.44, 83.62, 0, 0, 0, 1, ok, ok, 95.8900, 36.8184, 94.0851, 37.3419, 94.0851, 37.3419, 118.98, 81.64, 118.98, 81.64, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
13.120, 4.3997, 73.1167, 4.3247, 1.3123, 4.3997, 73.1167, 4.3247, 0.9668, 0.2557, 120.98, 83.49, 0.9668, 0.2557, 1.1249, 4.2535, 0.8053, 824.0000, 820.6055, 1, 25, 0.3495, 9.4290, 9.0794, 3.2136, 0.3459, 0.6541, 120.98, 83.49, 120.98, 83.49, 0, 0, 0, 1, ok, ok, 95.9861, 37.4906, 94.6554, 37.4163, 94.6554, 37.4163, 119.60, 82.18, 119.60, 82.18, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
13.986, 4.4095, 71.0225, 4.2809, 1.4551, 4.4095, 71.0225, 4.2809, 0.9933, 0.1154, 124.08, 86.03, 0.9933, 0.1154, 0.5090, 4.3800, 0.7896, 843.0000, 844.8028, 1, 25, 0.2317, 9.5296, 9.2979, 3.2164, 0.4140, 0.5860, 124.08, 86.03, 124.08, 86.03, 0, 0, 0, 1, ok, ok, 98.7148, 38.0533, 95.8732, 37.7348, 95.8732, 37.7348, 121.03, 83.29, 121.03, 83.29, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
14.827, 4.3786, 69.9789, 4.6426, 1.2834, 4.3786, 69.9789, 4.6426, 0.9590, 0.2835, 120.99, 82.16, 0.9590, 0.2835, 1.2413, 4.1989, 0.9266, 849.0000, 857.4014, 1, 26, 0.3164, 9.5099, 9.1935, 3.2318, 0.3180, 0.6820, 120.99, 82.16, 120.99, 82.16, 0, 0, 0, 1, ok, ok, 95.1051, 38.8251, 95.6428, 38.2799, 95.6428, 38.2799, 121.16, 82.88, 121.16, 82.88, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
15.622, 4.4211, 71.2419, 4.4843, 1.2314, 4.4211, 71.2419, 4.4843, 0.9430, 0.3329, 120.14, 81.63, 0.9430, 0.3329, 1.4717, 4.1690, 0.8872, 878.0000, 842.2007, 1, 27, 0.3823, 9.5276, 9.1453, 3.2497, 0.3132, 0.6868, 120.14, 81.63, 120.14, 81.63, 0, 0, 0, 1, ok, ok, 94.4637, 38.5116, 95.2890, 38.3958, 95.2890, 38.3958, 120.89, 82.49, 120.89, 82.49, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
16.455, 4.2522, 72.8067, 4.1420, 1.2222, 4.2522, 72.8067, 4.1420, 0.9398, 0.3416, 119.09, 81.53, 0.9398, 0.3416, 1.4525, 3.9964, 0.8616, 825.0000, 824.1003, 1, 24, 0.3137, 9.2993, 8.9856, 3.1278, 0.3491, 0.6509, 119.09, 81.53, 119.09, 81.53, 0, 0, 0, 1, ok, ok, 94.0505, 37.5642, 94.9175, 37.9800, 94.9175, 37.9800, 120.24, 82.26, 120.24, 82.26, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
17.259, 4.5068, 72.1544, 4.4364, 1.4201, 4.5068, 72.1544, 4.4364, 0.9887, 0.1502, 123.49, 85.63, 0.9887, 0.1502, 0.6768, 4.4557, 0.7906, 803.0000, 831.5502, 1, 25, 0.2329, 9.5636, 9.3306, 3.2834, 0.3836, 0.6164, 123.49, 85.63, 123.49, 85.63, 0, 0, 0, 1, ok, ok, 98.2509, 37.8544, 95.9175, 37.9172, 95.9175, 37.9172, 121.20, 83.28, 121.20, 83.28, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
18.094, 4.0334, 0.0000, 5.5389, 1.2686, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.49, 85.63, 0.9547, 0.2976, 1.2004, 3.8506, 1.0407, 850.0000, 0.0000, 0, 25, 0.5590, 9.6942, 9.1352, 3.0360, 0.4106, 0.5894, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
18.928, 4.1512, 0.0000, 6.3444, 0.8889, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.49, 85.63, 0.7764, 0.6303, 2.6165, 3.2228, 1.1350, 798.0000, 0.0000, 0, 24, 0.6296, 9.5912, 8.9616, 3.1471, 0.3684, 0.6316, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
19.760, 4.2394, 0.0000, 3.7072, 1.4599, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.49, 85.63, 0.9939, 0.1107, 0.4692, 4.2134, 1.0760, 841.0000, 0.0000, 0, 25, 0.2450, 9.4038, 9.1588, 3.1850, 0.3686, 0.6314, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
20.672, 4.4153, 72.0529, 4.6417, 1.3333, 4.4153, 72.0529, 4.6417, 0.9719, 0.2353, 121.47, 83.53, 0.9719, 0.2353, 1.0389, 4.2913, 0.7829, 819.0000, 832.7219, 1, 25, 0.3110, 9.4923, 9.1813, 3.2187, 0.3480, 0.6520, 121.47, 83.53, 121.47, 83.53, 0, 0, 0, 1, ok, ok, 96.1753, 37.9390, 95.9949, 37.9281, 95.9949, 37.9281, 121.28, 83.35, 121.28, 83.35, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
21.505, 4.2421, 69.7787, 4.7947, 1.3496, 4.2421, 69.7787, 4.7947, 0.9756, 0.2194, 121.46, 82.94, 0.9756, 0.2194, 0.9307, 4.1388, 0.8240, 843.0000, 859.8609, 1, 25, 0.4221, 9.5694, 9.1473, 3.1108, 0.3654, 0.6346, 121.46, 82.94, 121.46, 82.94, 0, 0, 0, 1, ok, ok, 95.7796, 38.5274, 95.9303, 38.2277, 95.9303, 38.2277, 121.42, 83.19, 121.42, 83.19, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
22.371, 4.4236, 69.5708, 5.1088, 1.1951, 4.4236, 69.5708, 5.1088, 0.9303, 0.3669, 119.63, 80.25, 0.9303, 0.3669, 1.6231, 4.1151, 0.8136, 892.0000, 862.4305, 1, 26, 0.4078, 9.6612, 9.2534, 3.2320, 0.3430, 0.6570, 119.63, 80.25, 119.63, 80.25, 0, 0, 0, 1, ok, ok, 93.3782, 39.3768, 95.1647, 38.8023, 95.1647, 38.8023, 121.03, 82.23, 121.03, 82.23, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
23.271, 4.6526, 69.4271, 4.8311, 1.1022, 4.6526, 69.4271, 4.8311, 0.8922, 0.4517, 119.52, 79.42, 0.8922, 0.4517, 2.1014, 4.1510, 0.7339, 855.0000, 864.2152, 1, 26, 0.4778, 9.6627, 9.1849, 3.3708, 0.3064, 0.6936, 119.52, 79.42, 119.52, 79.42, 0, 0, 0, 1, ok, ok, 92.7858, 40.1005, 94.4510, 39.4514, 94.4510, 39.4514, 120.75, 81.30, 120.75, 81.30, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
24.076, 4.2578, 68.3288, 4.1737, 1.2510, 4.2578, 68.3288, 4.1737, 0.9493, 0.3144, 120.64, 81.35, 0.9493, 0.3144, 1.3387, 4.0419, 0.9156, 870.0000, 878.1076, 1, 26, 0.4315, 9.3932, 8.9617, 3.1469, 0.3149, 0.6851, 120.64, 81.35, 120.64, 81.35, 0, 0, 0, 1, ok, ok, 94.4452, 39.2920, 94.4492, 39.3717, 94.4492, 39.3717, 120.70, 81.33, 120.70, 81.33, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
24.977, 4.5120, 71.4240, 4.8700, 1.4841, 4.5120, 71.4240, 4.8700, 0.9962, 0.0866, 124.61, 86.50, 0.9962, 0.0866, 0.3907, 4.4950, 0.7047, 896.0000, 840.0538, 1, 27, 0.3727, 9.8030, 9.4303, 3.2673, 0.3661, 0.6339, 124.61, 86.50, 124.61, 86.50, 0, 0, 0, 1, ok, ok, 99.2064, 38.1110, 95.8764, 38.7414, 95.8764, 38.7414, 121.70, 82.96, 121.70, 82.96, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
25.810, 4.4548, 0.0000, 5.9747, 0.9228, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 124.61, 86.50, 0.7973, 0.6036, 2.6888, 3.5518, 1.0099, 794.0000, 0.0000, 0, 24, 0.5578, 9.7185, 9.1607, 3.3079, 0.3678, 0.6322, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
26.648, 4.2061, 69.9697, 4.1622, 1.5179, 4.2061, 69.9697, 4.1622, 0.9986, 0.0529, 124.73, 86.72, 0.9986, 0.0529, 0.2223, 4.2002, 0.9152, 894.0000, 857.5135, 1, 26, 0.2331, 9.6670, 9.4340, 3.1118, 0.4452, 0.5548, 124.73, 86.72, 124.73, 86.72, 0, 0, 0, 1, ok, ok, 99.3915, 38.0069, 96.9309, 38.3741, 96.9309, 38.3741, 122.51, 84.14, 122.51, 84.14, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
27.476, 4.6322, 70.8168, 5.6957, 0.9949, 4.6322, 70.8168, 5.6957, 0.8387, 0.5446, 117.26, 77.24, 0.8387, 0.5446, 2.5227, 3.8850, 0.8746, 850.0000, 847.2567, 1, 26, 0.4440, 9.7472, 9.3033, 3.3902, 0.3259, 0.6741, 117.26, 77.24, 117.26, 77.24, 0, 0, 0, 1, ok, ok, 90.5773, 40.0208, 95.0248, 39.1975, 95.0248, 39.1975, 121.16, 81.96, 121.16, 81.96, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
28.279, 4.4616, 72.4963, 4.9647, 0.9942, 4.4616, 72.4963, 4.9647, 0.8383, 0.5452, 116.55, 77.60, 0.8383, 0.5452, 2.4324, 3.7402, 0.8579, 834.0000, 827.6284, 1, 25, 0.3339, 9.4601, 9.1262, 3.2694, 0.3201, 0.6799, 116.55, 77.60, 116.55, 77.60, 0, 0, 0, 1, ok, ok, 90.5834, 38.9474, 93.6924, 39.0724, 93.6924, 39.0724, 119.74, 80.67, 119.74, 80.67, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
29.121, 4.0018, 0.0000, 3.6632, 1.4265, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 116.55, 77.60, 0.9896, 0.1438, 0.5754, 3.9603, 1.1372, 818.0000, 0.0000, 0, 24, 0.2992, 9.2436, 8.9444, 3.0497, 0.3386, 0.6614, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
29.958, 4.3983, 72.6254, 4.5465, 1.3850, 4.3983, 72.6254, 4.5465, 0.9828, 0.1847, 122.21, 84.65, 0.9828, 0.1847, 0.8123, 4.3226, 0.7381, 824.0000, 826.1571, 1, 25, 0.3373, 9.5905, 9.2531, 3.1965, 0.3495, 0.6505, 122.21, 84.65, 122.21, 84.65, 0, 0, 0, 1, ok, ok, 97.1727, 37.5555, 94.7365, 38.3139, 94.7365, 38.3139, 120.28, 81.97, 120.28, 81.97, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
30.825, 4.1437, 0.0000, 5.5458, 1.0708, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 122.21, 84.65, 0.8776, 0.4794, 1.9865, 3.6365, 1.0150, 812.0000, 0.0000, 0, 24, 0.3877, 9.5840, 9.1963, 3.1009, 0.3707, 0.6293, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
31.724, 4.5086, 70.2955, 5.4403, 1.1149, 4.5086, 70.2955, 5.4403, 0.8978, 0.4403, 118.48, 78.95, 0.8978, 0.4403, 1.9851, 4.0480, 0.8432, 858.0000, 853.5393, 1, 26, 0.4967, 9.6882, 9.1915, 3.2977, 0.3310, 0.6690, 118.48, 78.95, 118.48, 78.95, 0, 0, 0, 1, ok, ok, 92.1258, 39.5383, 93.9533, 38.9261, 93.9533, 38.9261, 119.90, 80.98, 119.90, 80.98, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
32.594, 4.4642, 68.8255, 5.1686, 1.1074, 4.4642, 68.8255, 5.1686, 0.8945, 0.4470, 118.72, 78.68, 0.8945, 0.4470, 1.9955, 3.9933, 0.8675, 869.0000, 871.7696, 1, 26, 0.3930, 9.5376, 9.1446, 3.2737, 0.3521, 0.6479, 118.72, 78.68, 118.72, 78.68, 0, 0, 0, 1, ok, ok, 92.0275, 40.0361, 93.3756, 39.4811, 93.3756, 39.4811, 119.70, 80.22, 119.70, 80.22, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
33.497, 4.4977, 68.5022, 4.6769, 1.2425, 4.4977, 68.5022, 4.6769, 0.9466, 0.3224, 121.19, 81.45, 0.9466, 0.3224, 1.4501, 4.2575, 0.8259, 893.0000, 875.8848, 1, 27, 0.4503, 9.5594, 9.1091, 3.2858, 0.3292, 0.6708, 121.19, 81.45, 121.19, 81.45, 0, 0, 0, 1, ok, ok, 94.6997, 39.7406, 93.7728, 39.6108, 93.7728, 39.6108, 120.18, 80.57, 120.18, 80.57, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
34.293, 4.4847, 67.7245, 4.4935, 1.1867, 4.4847, 67.7245, 4.4935, 0.9271, 0.3747, 120.60, 80.43, 0.9271, 0.3747, 1.6804, 4.1579, 0.7687, 876.0000, 885.9424, 1, 26, 0.3742, 9.4508, 9.0766, 3.2630, 0.3094, 0.6906, 120.60, 80.43, 120.60, 80.43, 0, 0, 0, 1, ok, ok, 93.8185, 40.1648, 93.7865, 39.8878, 93.7865, 39.8878, 120.38, 80.49, 120.38, 80.49, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
35.131, 4.1083, 71.0925, 4.2022, 1.2960, 4.1083, 71.0925, 4.2022, 0.9625, 0.2714, 120.02, 82.22, 0.9625, 0.2714, 1.1149, 3.9541, 0.7660, 899.0000, 843.9712, 1, 27, 0.3340, 9.3702, 9.0361, 3.0043, 0.3315, 0.6685, 120.02, 82.22, 120.02, 82.22, 0, 0, 0, 1, ok, ok, 94.8201, 37.8071, 94.0966, 38.8475, 94.0966, 38.8475, 119.99, 81.15, 119.99, 81.15, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
35.934, 4.1959, 71.5149, 4.3195, 1.5016, 4.1959, 71.5149, 4.3195, 0.9976, 0.0691, 123.90, 86.49, 0.9976, 0.0691, 0.2899, 4.1858, 0.8191, 809.0000, 838.9856, 1, 24, 0.2984, 9.5702, 9.2718, 3.0779, 0.3807, 0.6193, 123.90, 86.49, 123.90, 86.49, 0, 0, 0, 1, ok, ok, 98.9562, 37.4131, 95.5545, 38.1303, 95.5545, 38.1303, 120.97, 82.84, 120.97, 82.84, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
36.767, 4.2623, 0.0000, 5.7475, 1.1672, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.90, 86.49, 0.9196, 0.3928, 1.6740, 3.9197, 1.0160, 824.0000, 0.0000, 0, 25, 0.3942, 9.6041, 9.2099, 3.1805, 0.3859, 0.6141, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
37.583, 4.2723, 0.0000, 5.6917, 1.2161, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.90, 86.49, 0.9377, 0.3474, 1.4840, 4.0063, 1.0174, 812.0000, 0.0000, 0, 24, 0.2605, 9.6696, 9.4091, 3.1877, 0.4163, 0.5837, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
