経過時間_秒, A, HR, Mean, Phi, A_used, HR_used, Mean_used, sinPhi_used, cosPhi_used, SBP, DBP, sinPhi, cosPhi, fit_a, fit_b, fit_rmse, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason, MAP_raw, PP_raw, MAP_smoothed, PP_smoothed, MAP_calibrated, PP_calibrated, SBP_smoothed, DBP_smoothed, SBP_calibrated, DBP_calibrated, postprocess_applied, POST_map_a, POST_map_b, POST_pp_a, POST_pp_b, POST_alpha_map, POST_alpha_pp
50.519, 4.2685, 91.7540, 6.2609, 1.3206, 4.2685, 91.7540, 6.2609, 0.9689, 0.2476, 122.51, 85.96, 0.9689, 0.2476, 1.0568, 4.1356, 0.7850, 664.0000, 653.9226, 1, 20, 0.4974, 9.9163, 9.4189, 3.1187, 0.4262, 0.5738, 122.51, 85.96, 122.51, 85.96, 0, 0, 0, 1, ok, ok, 98.1402, 36.5497, 98.1466, 35.7040, 98.1466, 35.7040, 121.95, 86.25, 121.95, 86.25, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
51.152, 4.2258, 90.9144, 5.9541, 1.3364, 4.2258, 90.9144, 5.9541, 0.9727, 0.2323, 122.41, 86.01, 0.9727, 0.2323, 0.9815, 4.1102, 0.6372, 638.0000, 659.9613, 1, 19, 0.7559, 9.7997, 9.0438, 3.0553, 0.4232, 0.5768, 122.41, 86.01, 122.41, 86.01, 0, 0, 0, 1, ok, ok, 98.1436, 36.4047, 98.1457, 36.0543, 98.1457, 36.0543, 122.18, 86.13, 122.18, 86.13, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
51.854, 4.4703, 92.8102, 5.7030, 1.5576, 4.4703, 92.8102, 5.7030, 0.9996, 0.0132, 121.29, 86.57, 0.9999, 0.0132, 0.0589, 4.4699, 0.5292, 666.0000, 646.4807, 1, 20, 0.5991, 9.8583, 9.2592, 3.2050, 0.4474, 0.5526, 121.29, 86.57, 121.29, 86.57, 0, 0, 1, 1, sinPhi:0.9999->0.9996, ok, 98.1459, 34.7135, 98.1458, 35.3839, 98.1458, 35.3839, 121.74, 86.35, 121.74, 86.35, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
52.430, 4.2729, 90.2608, 6.0276, 1.3314, 4.2729, 90.2608, 6.0276, 0.9715, 0.2371, 122.25, 86.09, 0.9715, 0.2371, 1.0132, 4.1510, 0.6250, 641.0000, 664.7403, 1, 19, 0.8182, 9.8326, 9.0145, 3.0854, 0.4290, 0.5710, 122.25, 86.09, 122.25, 86.09, 0, 0, 0, 1, ok, ok, 98.1429, 36.1598, 98.1449, 35.7718, 98.1449, 35.7718, 121.99, 86.22, 121.99, 86.22, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
53.090, 4.2193, 95.1822, 5.4232, 1.3594, 4.2193, 95.1822, 5.4232, 0.9777, 0.2099, 122.77, 85.83, 0.9777, 0.2099, 0.8855, 4.1254, 0.4542, 674.0000, 630.3702, 1, 20, 0.4481, 9.6839, 9.2358, 3.0179, 0.4481, 0.5519, 122.77, 85.83, 122.77, 85.83, 0, 0, 0, 1, ok, ok, 98.1460, 36.9360, 98.1453, 36.3539, 98.1453, 36.3539, 122.38, 86.03, 122.38, 86.03, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
53.824, 4.3182, 93.1409, 5.0869, 1.5999, 4.3182, 93.1409, 5.0869, 0.9996, -0.0291, 121.66, 86.40, 0.9996, -0.0291, -0.1256, 4.3164, 0.4350, 586.0000, 644.1851, 1, 18, 0.6149, 9.7530, 9.1381, 3.0843, 0.4300, 0.5700, 121.66, 86.40, 121.66, 86.40, 0, 0, 1, 1, sinPhi:0.9996->0.9996, ok, 98.1517, 35.2555, 98.1472, 35.8047, 98.1472, 35.8047, 122.02, 86.21, 122.02, 86.21, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
54.426, 4.5450, 87.5155, 5.4071, 1.4616, 4.5450, 87.5155, 5.4071, 0.9940, 0.1090, 120.65, 86.90, 0.9940, 0.1090, 0.4955, 4.5179, 0.4335, 666.0000, 685.5925, 1, 20, 0.5727, 9.7963, 9.2236, 3.2429, 0.4610, 0.5390, 120.65, 86.90, 120.65, 86.90, 0, 0, 0, 1, ok, ok, 98.1493, 33.7484, 98.1478, 34.7765, 98.1478, 34.7765, 121.33, 86.56, 121.33, 86.56, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
55.098, 4.2707, 92.6217, 5.0771, 1.5251, 4.2707, 92.6217, 5.0771, 0.9990, 0.0456, 121.78, 86.34, 0.9990, 0.0456, 0.1949, 4.2663, 0.2974, 732.0000, 647.7963, 1, 22, 0.5173, 9.7445, 9.2271, 3.0345, 0.4590, 0.5410, 121.78, 86.34, 121.78, 86.34, 0, 0, 0, 1, ok, ok, 98.1520, 35.4363, 98.1491, 35.1064, 98.1491, 35.1064, 121.55, 86.45, 121.55, 86.45, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
55.859, 4.1687, 91.4079, 4.6503, 1.8876, 4.1687, 91.4079, 4.6503, 0.9502, -0.3115, 122.67, 85.89, 0.9502, -0.3115, -1.2987, 3.9612, 0.3537, 606.0000, 656.3981, 1, 18, 0.4638, 9.3291, 8.8653, 2.9688, 0.5017, 0.4983, 122.67, 85.89, 122.67, 85.89, 0, 0, 0, 1, ok, ok, 98.1539, 36.7816, 98.1505, 35.9440, 98.1505, 35.9440, 122.11, 86.17, 122.11, 86.17, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
56.536, 4.5122, 84.8417, 5.0562, 1.6747, 4.5122, 84.8417, 5.0562, 0.9946, -0.1037, 120.26, 87.10, 0.9946, -0.1037, -0.4679, 4.4879, 0.4783, 659.0000, 707.1991, 1, 20, 0.4439, 9.8117, 9.3678, 3.2262, 0.4446, 0.5554, 120.26, 87.10, 120.26, 87.10, 0, 0, 0, 1, ok, ok, 98.1545, 33.1593, 98.1517, 34.5516, 98.1517, 34.5516, 121.19, 86.63, 121.19, 86.63, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
