経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, E, Stiffness, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, E_used, Stiffness_used, SBP, DBP, Mean, Phi, sinPhi, cosPhi, fit_a, fit_b, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_base, DBP_base, SBP_correction, DBP_correction, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason, M2_SBP_ALPHA0, M2_SBP_ALPHA1, M2_SBP_ALPHA2, M2_SBP_ALPHA3, M2_SBP_ALPHA4, M2_SBP_ALPHA5, M2_SBP_ALPHA6, M2_DBP_BETA0, M2_DBP_BETA1, M2_DBP_BETA2, M2_DBP_BETA3, M2_DBP_BETA4, M2_DBP_BETA5, M2_DBP_BETA6, M2_SBP_BASE_C0, M2_SBP_BASE_C1, M2_SBP_BASE_C2, M2_SBP_BASE_C3, M2_SBP_BASE_C4, M2_DBP_BASE_D0, M2_DBP_BASE_D1, M2_DBP_BASE_D2, M2_DBP_BASE_D3, M2_DBP_BASE_D4, M2_SBP_CORR_G0, M2_SBP_CORR_G1, M2_SBP_CORR_G2, M2_DBP_CORR_H0, M2_DBP_CORR_H1, M2_DBP_CORR_H2, M2_SBP_term_intercept, M2_SBP_term_A, M2_SBP_term_HR, M2_SBP_term_V2P_relTTP, M2_SBP_term_P2V_relTTP, M2_SBP_term_Stiffness, M2_SBP_term_E, M2_DBP_term_intercept, M2_DBP_term_A, M2_DBP_term_HR, M2_DBP_term_V2P_relTTP, M2_DBP_term_P2V_relTTP, M2_DBP_term_Stiffness, M2_DBP_term_E, MAP_raw, PP_raw, MAP_smoothed, PP_smoothed, MAP_calibrated, PP_calibrated, SBP_smoothed, DBP_smoothed, SBP_calibrated, DBP_calibrated, postprocess_applied, POST_map_a, POST_map_b, POST_pp_a, POST_pp_b, POST_alpha_map, POST_alpha_pp, SinBP_D_EOnly_SBP, SinBP_D_EOnly_DBP, SinBP_D_EOnly_SBP_raw, SinBP_D_EOnly_DBP_raw, SinBP_D_EOnly_SBP_base, SinBP_D_EOnly_DBP_base, SinBP_D_EOnly_SBP_correction, SinBP_D_EOnly_DBP_correction, SinBP_D_EOnly_A_used, SinBP_D_EOnly_E_used, SinBP_D_EOnly_Stiffness_used, SinBP_D_EOnly_constraint_applied, SinBP_D_EOnly_clamp_applied, SinBP_D_EOnly_feature_clamp_applied, SinBP_D_EOnly_output_valid, SinBP_D_EOnly_feature_clamp_reason, SinBP_D_EOnly_reject_reason, SinBP_D_EOnly_SBP_coef_intercept, SinBP_D_EOnly_SBP_coef_A, SinBP_D_EOnly_SBP_coef_HR, SinBP_D_EOnly_SBP_coef_V2P_relTTP, SinBP_D_EOnly_SBP_coef_P2V_relTTP, SinBP_D_EOnly_SBP_coef_E, SinBP_D_EOnly_DBP_coef_intercept, SinBP_D_EOnly_DBP_coef_A, SinBP_D_EOnly_DBP_coef_HR, SinBP_D_EOnly_DBP_coef_V2P_relTTP, SinBP_D_EOnly_DBP_coef_P2V_relTTP, SinBP_D_EOnly_DBP_coef_E, SinBP_D_EOnly_SBP_term_intercept, SinBP_D_EOnly_SBP_term_A, SinBP_D_EOnly_SBP_term_HR, SinBP_D_EOnly_SBP_term_V2P_relTTP, SinBP_D_EOnly_SBP_term_P2V_relTTP, SinBP_D_EOnly_SBP_term_E, SinBP_D_EOnly_DBP_term_intercept, SinBP_D_EOnly_DBP_term_A, SinBP_D_EOnly_DBP_term_HR, SinBP_D_EOnly_DBP_term_V2P_relTTP, SinBP_D_EOnly_DBP_term_P2V_relTTP, SinBP_D_EOnly_DBP_term_E, SinBP_D_E2_SBP, SinBP_D_E2_DBP, SinBP_D_E2_SBP_raw, SinBP_D_E2_DBP_raw, SinBP_D_E2_SBP_base, SinBP_D_E2_DBP_base, SinBP_D_E2_SBP_correction, SinBP_D_E2_DBP_correction, SinBP_D_E2_A_used, SinBP_D_E2_E_used, SinBP_D_E2_Stiffness_used, SinBP_D_E2_constraint_applied, SinBP_D_E2_clamp_applied, SinBP_D_E2_feature_clamp_applied, SinBP_D_E2_output_valid, SinBP_D_E2_feature_clamp_reason, SinBP_D_E2_reject_reason, SinBP_D_E2_SBP_coef_intercept, SinBP_D_E2_SBP_coef_A, SinBP_D_E2_SBP_coef_HR, SinBP_D_E2_SBP_coef_V2P_relTTP, SinBP_D_E2_SBP_coef_P2V_relTTP, SinBP_D_E2_SBP_coef_E, SinBP_D_E2_SBP_coef_E2, SinBP_D_E2_DBP_coef_intercept, SinBP_D_E2_DBP_coef_A, SinBP_D_E2_DBP_coef_HR, SinBP_D_E2_DBP_coef_V2P_relTTP, SinBP_D_E2_DBP_coef_P2V_relTTP, SinBP_D_E2_DBP_coef_E, SinBP_D_E2_DBP_coef_E2, SinBP_D_E2_SBP_term_intercept, SinBP_D_E2_SBP_term_A, SinBP_D_E2_SBP_term_HR, SinBP_D_E2_SBP_term_V2P_relTTP, SinBP_D_E2_SBP_term_P2V_relTTP, SinBP_D_E2_SBP_term_E, SinBP_D_E2_SBP_term_E2, SinBP_D_E2_DBP_term_intercept, SinBP_D_E2_DBP_term_A, SinBP_D_E2_DBP_term_HR, SinBP_D_E2_DBP_term_V2P_relTTP, SinBP_D_E2_DBP_term_P2V_relTTP, SinBP_D_E2_DBP_term_E, SinBP_D_E2_DBP_term_E2, SinBP_D_LocalA_SBP, SinBP_D_LocalA_DBP, SinBP_D_LocalA_SBP_raw, SinBP_D_LocalA_DBP_raw, SinBP_D_LocalA_SBP_base, SinBP_D_LocalA_DBP_base, SinBP_D_LocalA_SBP_correction, SinBP_D_LocalA_DBP_correction, SinBP_D_LocalA_A_used, SinBP_D_LocalA_E_used, SinBP_D_LocalA_Stiffness_used, SinBP_D_LocalA_constraint_applied, SinBP_D_LocalA_clamp_applied, SinBP_D_LocalA_feature_clamp_applied, SinBP_D_LocalA_output_valid, SinBP_D_LocalA_feature_clamp_reason, SinBP_D_LocalA_reject_reason, SinBP_D_LocalA_SBP_coef_intercept, SinBP_D_LocalA_SBP_coef_A_local, SinBP_D_LocalA_SBP_coef_HR, SinBP_D_LocalA_SBP_coef_V2P_relTTP, SinBP_D_LocalA_SBP_coef_P2V_relTTP, SinBP_D_LocalA_SBP_coef_Stiffness, SinBP_D_LocalA_SBP_coef_E, SinBP_D_LocalA_DBP_coef_intercept, SinBP_D_LocalA_DBP_coef_A_local, SinBP_D_LocalA_DBP_coef_HR, SinBP_D_LocalA_DBP_coef_V2P_relTTP, SinBP_D_LocalA_DBP_coef_P2V_relTTP, SinBP_D_LocalA_DBP_coef_Stiffness, SinBP_D_LocalA_DBP_coef_E, SinBP_D_LocalA_SBP_term_intercept, SinBP_D_LocalA_SBP_term_A_local, SinBP_D_LocalA_SBP_term_HR, SinBP_D_LocalA_SBP_term_V2P_relTTP, SinBP_D_LocalA_SBP_term_P2V_relTTP, SinBP_D_LocalA_SBP_term_Stiffness, SinBP_D_LocalA_SBP_term_E, SinBP_D_LocalA_DBP_term_intercept, SinBP_D_LocalA_DBP_term_A_local, SinBP_D_LocalA_DBP_term_HR, SinBP_D_LocalA_DBP_term_V2P_relTTP, SinBP_D_LocalA_DBP_term_P2V_relTTP, SinBP_D_LocalA_DBP_term_Stiffness, SinBP_D_LocalA_DBP_term_E
0.023, 8.6258, 92.1830, -0.6226, -0.3632, 2.9034, 8.5273, 5.0983, 92.1830, -0.6316, -0.3684, 2.9034, 6.5558, 124.98, 84.71, 4.6125, 1.2692, 0.9549, 0.2971, 1.0421, 3.3498, 619.0000, 650.8790, 1, 18, 0.6699, 9.1597, 8.4897, 2.7058, 0.4120, 0.5880, 124.98, 84.71, 127.36, 83.51, -2.37, 1.20, 124.98, 84.71, 0, 0, 1, 1, A:8.6258->5.0983, ok, 123.7009937954, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 0.3030230136, -2.7151679533, 85.4848578852, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -0.1488302027, 1.3424399509, 120.1789143226, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 87.2071398938, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 3.5220794728, 0.3030230136, -2.7151679533, -1.7222820086, -0.1488302027, 1.3424399509, 123.7009937954, -4.3801071806, 15.9652647299, -0.3459586617, -4.0603862388, 1.9865668671, -7.8833330860, 85.4848578852, 2.2000132556, -8.1917776575, 0.2345316097, 2.0554742693, -0.9757052642, 3.8976967403, 98.1311, 40.2779, 98.1311, 40.2779, 98.1311, 40.2779, 124.98, 84.71, 124.98, 84.71, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000, 139.01, 98.58, 139.01, 98.58, 127.42, 83.47, 11.59, 15.11, 5.0983, 2.9034, 0.0000, 0, 0, 1, 1, A:8.6258->5.0983, ok, 117.2083412519, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 5.0140365085, 93.7495791742, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.9509714180, 117.2083412519, -4.3801071806, 15.9652647299, -0.3410630203, -4.0029279429, 14.5579649517, 93.7495791742, 2.2000132556, -8.1917776575, 0.2312127662, 2.0263873693, 8.5679748052, 137.82, 97.88, 137.82, 97.88, 127.42, 83.47, 10.40, 14.40, 5.0983, 2.9034, 0.0000, 0, 0, 1, 1, A:8.6258->5.0983, ok, 132.5162282346, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, -5.5982604250, 1.6986120804, 102.8727786379, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -3.3737487606, 1.0123393802, 132.5162282346, -4.3801071806, 15.9652647299, -0.3410630203, -4.0029279429, -16.2542252973, 14.3192596339, 102.8727786379, 2.2000132556, -8.1917776575, 0.2312127662, 2.0263873693, -9.7954843627, 8.5339970148, 141.50, 101.33, 141.50, 101.33, 127.42, 83.47, 14.08, 17.86, 5.0983, 2.9034, 6.5558, 0, 0, 1, 1, A:8.4897->5.0983, ok, 122.8695670758, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 2.5372951923, -1.8071920900, 100.2681832668, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.6320147521, -4.2901185002, 122.8695670758, -4.3801071806, 15.9652647299, -0.3410630203, -4.0029279429, 16.6340717882, -5.2470776913, 100.2681832668, 2.2000132556, -8.1917776575, 0.2312127662, 2.0263873693, 17.2550369650, -12.4561108917
0.292, 8.6258, 92.1830, -0.6745, -0.3632, 2.9034, 8.5273, 5.0983, 92.1830, -0.6316, -0.3684, 2.9034, 6.5558, 124.98, 84.71, 4.6125, 1.2692, 0.9549, 0.2971, 1.0421, 3.3498, 619.0000, 650.8790, 1, 18, 0.6699, 9.1597, 8.4897, 2.7058, 0.4120, 0.5880, 124.98, 84.71, 127.36, 83.51, -2.37, 1.20, 124.98, 84.71, 0, 0, 1, 1, A:8.6258->5.0983, ok, 123.7009937954, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 0.3030230136, -2.7151679533, 85.4848578852, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -0.1488302027, 1.3424399509, 120.1789143226, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 87.2071398938, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 3.5220794728, 0.3030230136, -2.7151679533, -1.7222820086, -0.1488302027, 1.3424399509, 123.7009937954, -4.3801071806, 15.9652647299, -0.3459586617, -4.0603862388, 1.9865668671, -7.8833330860, 85.4848578852, 2.2000132556, -8.1917776575, 0.2345316097, 2.0554742693, -0.9757052642, 3.8976967403, 98.1311, 40.2779, 98.1311, 40.2779, 98.1311, 40.2779, 124.98, 84.71, 124.98, 84.71, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000, 138.98, 98.60, 138.98, 98.60, 127.39, 83.49, 11.59, 15.11, 5.0983, 2.9034, 0.0000, 0, 0, 1, 1, A:8.6258->5.0983, ok, 117.2083412519, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 5.0140365085, 93.7495791742, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.9509714180, 117.2083412519, -4.3801071806, 15.9652647299, -0.3694849386, -4.0029279429, 14.5579649517, 93.7495791742, 2.2000132556, -8.1917776575, 0.2504804967, 2.0263873693, 8.5679748052, 137.79, 97.90, 137.79, 97.90, 127.39, 83.49, 10.40, 14.40, 5.0983, 2.9034, 0.0000, 0, 0, 1, 1, A:8.6258->5.0983, ok, 132.5162282346, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, -5.5982604250, 1.6986120804, 102.8727786379, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -3.3737487606, 1.0123393802, 132.5162282346, -4.3801071806, 15.9652647299, -0.3694849386, -4.0029279429, -16.2542252973, 14.3192596339, 102.8727786379, 2.2000132556, -8.1917776575, 0.2504804967, 2.0263873693, -9.7954843627, 8.5339970148, 141.47, 101.35, 141.47, 101.35, 127.39, 83.49, 14.08, 17.86, 5.0983, 2.9034, 6.5558, 0, 0, 1, 1, A:8.4897->5.0983, ok, 122.8695670758, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 2.5372951923, -1.8071920900, 100.2681832668, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.6320147521, -4.2901185002, 122.8695670758, -4.3801071806, 15.9652647299, -0.3694849386, -4.0029279429, 16.6340717882, -5.2470776913, 100.2681832668, 2.2000132556, -8.1917776575, 0.2504804967, 2.0263873693, 17.2550369650, -12.4561108917
0.929, 8.7137, 91.7516, -0.6027, -0.3516, 3.1582, 9.3226, 5.0983, 91.7516, -0.6745, -0.3632, 3.1582, 7.1310, 124.42, 84.99, 5.0616, 1.3010, 0.9638, 0.2665, 0.9953, 3.5991, 648.0000, 653.9395, 1, 20, 0.6583, 9.3348, 8.6765, 2.8451, 0.3904, 0.6096, 124.42, 84.99, 127.32, 83.53, -2.89, 1.46, 124.42, 84.99, 0, 0, 1, 1, A:8.7137->5.0983, ok, 123.7009937954, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 0.3030230136, -2.7151679533, 85.4848578852, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -0.1488302027, 1.3424399509, 120.1789143226, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 87.2071398938, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 3.5220794728, 0.3030230136, -2.7151679533, -1.7222820086, -0.1488302027, 1.3424399509, 123.7009937954, -4.3801071806, 15.8905461424, -0.3694849386, -4.0029279429, 2.1608490710, -8.5749406464, 85.4848578852, 2.2000132556, -8.1534395488, 0.2504804967, 2.0263873693, -1.0613042273, 4.2396430343, 98.1327, 39.4383, 98.1316, 39.8581, 98.1316, 39.8581, 124.70, 84.85, 124.70, 84.85, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000, 140.35, 99.30, 140.35, 99.30, 127.48, 83.44, 12.86, 15.86, 5.0983, 3.1582, 0.0000, 0, 0, 1, 1, A:8.7137->5.0983, ok, 117.2083412519, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 5.0140365085, 93.7495791742, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.9509714180, 117.2083412519, -4.3801071806, 15.8905461424, -0.3301614625, -3.8749804745, 15.8351402929, 93.7495791742, 2.2000132556, -8.1534395488, 0.2238224038, 1.9616169967, 9.3196462223, 139.08, 98.55, 139.08, 98.55, 127.48, 83.44, 11.60, 15.11, 5.0983, 3.1582, 0.0000, 0, 0, 1, 1, A:8.7137->5.0983, ok, 132.5162282346, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, -5.5982604250, 1.6986120804, 102.8727786379, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -3.3737487606, 1.0123393802, 132.5162282346, -4.3801071806, 15.8905461424, -0.3301614625, -3.8749804745, -17.6802141500, 16.9419367301, 102.8727786379, 2.2000132556, -8.1534395488, 0.2238224038, 1.9616169967, -10.6548456213, 10.0970609637, 142.56, 101.72, 142.56, 101.72, 127.48, 83.44, 15.08, 18.28, 5.0983, 3.1582, 7.1310, 0, 0, 1, 1, A:8.6765->5.0983, ok, 122.8695670758, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 2.5372951923, -1.8071920900, 100.2681832668, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.6320147521, -4.2901185002, 122.8695670758, -4.3801071806, 15.8905461424, -0.3301614625, -3.8749804745, 18.0933847061, -5.7074056467, 100.2681832668, 2.2000132556, -8.1534395488, 0.2238224038, 1.9616169967, 18.7688273743, -13.5488898433
1.561, 8.5964, 92.0288, -0.6092, -0.3554, 2.5913, 7.5976, 5.0983, 92.0288, -0.6027, -0.3516, 2.5913, 5.8510, 125.79, 84.30, 5.0427, 1.1093, 0.8954, 0.4453, 1.3410, 2.6963, 656.0000, 651.9698, 1, 19, 0.6211, 9.0621, 8.4410, 2.4841, 0.3841, 0.6159, 125.79, 84.30, 127.53, 83.41, -1.74, 0.89, 125.79, 84.30, 0, 0, 1, 1, A:8.5964->5.0983, ok, 123.7009937954, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 0.3030230136, -2.7151679533, 85.4848578852, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -0.1488302027, 1.3424399509, 120.1789143226, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 87.2071398938, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 3.5220794728, 0.3030230136, -2.7151679533, -1.7222820086, -0.1488302027, 1.3424399509, 123.7009937954, -4.3801071806, 15.9385553180, -0.3301614625, -3.8749804745, 1.7729928617, -7.0358030827, 85.4848578852, 2.2000132556, -8.1780730577, 0.2238224038, 1.9616169967, -0.8708080746, 3.4786588923, 98.1306, 41.4914, 98.1313, 40.6748, 98.1313, 40.6748, 125.25, 84.57, 125.25, 84.57, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000, 137.51, 97.63, 137.51, 97.63, 127.49, 83.44, 10.02, 14.19, 5.0983, 2.5913, 0.0000, 0, 0, 1, 1, A:8.5964->5.0983, ok, 117.2083412519, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 5.0140365085, 93.7495791742, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.9509714180, 117.2083412519, -4.3801071806, 15.9385553180, -0.3337170475, -3.9167110334, 12.9928513191, 93.7495791742, 2.2000132556, -8.1780730577, 0.2262327989, 1.9827421029, 7.6468395905, 136.72, 97.16, 136.72, 97.16, 127.49, 83.44, 9.24, 13.72, 5.0983, 2.5913, 0.0000, 0, 0, 1, 1, A:8.5964->5.0983, ok, 132.5162282346, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, -5.5982604250, 1.6986120804, 102.8727786379, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -3.3737487606, 1.0123393802, 132.5162282346, -4.3801071806, 15.9385553180, -0.3337170475, -3.9167110334, -14.5067482506, 11.4058632986, 102.8727786379, 2.2000132556, -8.1780730577, 0.2262327989, 1.9827421029, -8.7423807068, 6.7976701191, 140.34, 100.78, 140.34, 100.78, 127.49, 83.44, 12.85, 17.34, 5.0983, 2.5913, 5.8510, 0, 0, 1, 1, A:8.4410->5.0983, ok, 122.8695670758, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 2.5372951923, -1.8071920900, 100.2681832668, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.6320147521, -4.2901185002, 122.8695670758, -4.3801071806, 15.9385553180, -0.3337170475, -3.9167110334, 14.8457577892, -4.6829691189, 100.2681832668, 2.2000132556, -8.1780730577, 0.2262327989, 1.9827421029, 15.3999635619, -11.1169656863
2.235, 8.7249, 92.5948, -0.6149, -0.3587, 3.5202, 10.3979, 5.0983, 92.5948, -0.6092, -0.3554, 3.5202, 7.9484, 123.96, 85.21, 4.4909, 1.4571, 0.9935, 0.1134, 0.4501, 3.9426, 641.0000, 647.9849, 1, 20, 0.5934, 9.3192, 8.7258, 3.0182, 0.3822, 0.6178, 123.96, 85.21, 127.58, 83.39, -3.63, 1.82, 123.96, 85.21, 0, 0, 1, 1, A:8.7249->5.0983, ok, 123.7009937954, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 0.3030230136, -2.7151679533, 85.4848578852, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -0.1488302027, 1.3424399509, 120.1789143226, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 87.2071398938, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 3.5220794728, 0.3030230136, -2.7151679533, -1.7222820086, -0.1488302027, 1.3424399509, 123.7009937954, -4.3801071806, 16.0365718250, -0.3337170475, -3.9167110334, 2.4085463414, -9.5578826853, 85.4848578852, 2.2000132556, -8.2283653295, 0.2262327989, 1.9827421029, -1.1829611091, 4.7256316307, 98.1247, 38.7495, 98.1293, 39.7122, 98.1293, 39.7122, 124.60, 84.89, 124.60, 84.89, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000, 142.23, 100.34, 142.23, 100.34, 127.55, 83.41, 14.68, 16.93, 5.0983, 3.5202, 0.0000, 0, 0, 1, 1, A:8.7249->5.0983, ok, 117.2083412519, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 5.0140365085, 93.7495791742, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.9509714180, 117.2083412519, -4.3801071806, 16.0365718250, -0.3368262125, -3.9532021300, 17.6503161324, 93.7495791742, 2.2000132556, -8.2283653295, 0.2283405579, 2.0012148554, 10.3879535655, 141.22, 99.74, 141.22, 99.74, 127.55, 83.41, 13.68, 16.33, 5.0983, 3.5202, 0.0000, 0, 0, 1, 1, A:8.7249->5.0983, ok, 132.5162282346, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, -5.5982604250, 1.6986120804, 102.8727786379, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -3.3737487606, 1.0123393802, 132.5162282346, -4.3801071806, 16.0365718250, -0.3368262125, -3.9532021300, -19.7068900727, 21.0486478112, 102.8727786379, 2.2000132556, -8.2283653295, 0.2283405579, 2.0012148554, -11.8762063411, 12.5445799697, 144.04, 102.29, 144.04, 102.29, 127.55, 83.41, 16.50, 18.88, 5.0983, 3.5202, 7.9484, 0, 0, 1, 1, A:8.7258->5.0983, ok, 122.8695670758, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 2.5372951923, -1.8071920900, 100.2681832668, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.6320147521, -4.2901185002, 122.8695670758, -4.3801071806, 16.0365718250, -0.3368262125, -3.9532021300, 20.1674222054, -6.3616432881, 100.2681832668, 2.2000132556, -8.2283653295, 0.2283405579, 2.0012148554, 20.9202905982, -15.1019937023
2.866, 8.5505, 92.5937, -0.6111, -0.4074, 2.8052, 8.2027, 5.0983, 92.5937, -0.6149, -0.3587, 2.8052, 6.3340, 125.37, 84.51, 4.5593, 1.2732, 0.9561, 0.2932, 1.0467, 3.4132, 657.0000, 647.9924, 1, 19, 0.5943, 9.1880, 8.5937, 2.7669, 0.4521, 0.5479, 125.37, 84.51, 127.55, 83.41, -2.18, 1.10, 125.37, 84.51, 0, 0, 1, 1, A:8.5505->5.0983, ok, 123.7009937954, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 0.3030230136, -2.7151679533, 85.4848578852, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -0.1488302027, 1.3424399509, 120.1789143226, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 87.2071398938, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 3.5220794728, 0.3030230136, -2.7151679533, -1.7222820086, -0.1488302027, 1.3424399509, 123.7009937954, -4.3801071806, 16.0363847172, -0.3368262125, -3.9532021300, 1.9193373043, -7.6165446657, 85.4848578852, 2.2000132556, -8.2282693245, 0.2283405579, 2.0012148554, -0.9426853647, 3.7657905599, 98.1295, 40.8608, 98.1294, 40.2865, 98.1294, 40.2865, 124.99, 84.70, 124.99, 84.70, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000, 138.11, 98.50, 138.11, 98.50, 127.01, 83.68, 11.09, 14.82, 5.0983, 2.8052, 0.0000, 0, 0, 1, 1, A:8.5505->5.0983, ok, 117.2083412519, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 5.0140365085, 93.7495791742, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.9509714180, 117.2083412519, -4.3801071806, 16.0363847172, -0.3347470384, -4.4900567402, 14.0652930792, 93.7495791742, 2.2000132556, -8.2282693245, 0.2269310483, 2.2729847740, 8.2780166823, 137.01, 97.85, 137.01, 97.85, 127.01, 83.68, 10.00, 14.17, 5.0983, 2.8052, 0.0000, 0, 0, 1, 1, A:8.5505->5.0983, ok, 132.5162282346, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, -5.5982604250, 1.6986120804, 102.8727786379, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, -3.3737487606, 1.0123393802, 132.5162282346, -4.3801071806, 16.0363847172, -0.3347470384, -4.4900567402, -15.7041484397, 13.3664721166, 102.8727786379, 2.2000132556, -8.2282693245, 0.2269310483, 2.2729847740, -9.4639847583, 7.9661544002, 140.70, 101.38, 140.70, 101.38, 127.01, 83.68, 13.69, 17.70, 5.0983, 2.8052, 6.3340, 0, 0, 1, 1, A:8.5937->5.0983, ok, 122.8695670758, -0.8591241817, 0.1731909342, 0.5477678810, 11.0210483624, 2.5372951923, -1.8071920900, 100.2681832668, 0.4315156023, -0.0888642719, -0.3713417154, -5.5791444453, 2.6320147521, -4.2901185002, 122.8695670758, -4.3801071806, 16.0363847172, -0.3347470384, -4.4900567402, 16.0711401338, -5.0695056474, 100.2681832668, 2.2000132556, -8.2282693245, 0.2269310483, 2.2729847740, 16.6710905549, -12.0345701408
