session,method,series,target,filters,n,mae,rmse,corr,signed_bias,centered_mae,centered_rmse,centered_corr,tracking_gain,amplitude_ratio,direction_agreement,inversion_like,map_mae,map_signed_bias,pp_mae,pp_signed_bias
eitaro_20260410_155023,RTBP,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,12.518711729841636,12.790664497725412,-0.29592752124527333,12.518711729841636,2.1103377959268386,2.714838665100078,-0.29592752124527366,-0.25742234034086553,0.8766955136689667,0.4950980392156863,0,0.052945507207199434,0.04243241356708169,18.714418974411835,18.714418974411835
eitaro_20260410_155023,RTBP,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,6.195707244570196,6.336822202404223,-0.3055661122966802,-6.195707244570196,1.0658852786400508,1.3759190514982127,-0.30556611229668035,-0.27068718667690284,0.8935758740854471,0.5637254901960784,0,0.052945507207199434,0.04243241356708169,18.714418974411835,18.714418974411835
eitaro_20260410_155023,RTBP,current_app_smoothed,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,0.052945507207199434,0.06368796969870233,-0.10744621371826656,0.04243241356708169,0.03716089970588054,0.04752716783124609,-0.10744621371826663,-0.02613044289501238,0.24665210097811816,0.47549019607843135,0,0.052945507207199434,0.04243241356708169,18.714418974411835,18.714418974411835
eitaro_20260410_155023,RTBP,current_app_smoothed,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",206,18.714418974411835,19.127188544217095,-0.29935177104070876,18.714418974411835,3.1765237037064726,4.0779229518189,-0.2993517710407089,-0.26364229945157636,0.8829160083083352,0.5052631578947369,1,0.052945507207199434,0.04243241356708169,18.714418974411835,18.714418974411835
eitaro_20260410_155023,SinBP_D,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,12.853258524290888,13.128075130101976,-0.3149275837703173,12.853258524290888,2.0865066650267954,2.7941153118941946,-0.314927583770317,-0.3197493678660899,0.9672518612717599,0.47761194029850745,0,0.05448529523853978,0.04489448927249181,19.212546052527596,19.212546052527596
eitaro_20260410_155023,SinBP_D,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,6.359287528236705,6.501088325031119,-0.32172762489703177,-6.359287528236705,1.0525426081799765,1.4213745575692347,-0.3217276248970321,-0.3270224101725296,0.9835789544071677,0.48258706467661694,0,0.05448529523853978,0.04489448927249181,19.212546052527596,19.212546052527596
eitaro_20260410_155023,SinBP_D,current_app_smoothed,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,0.05448529523853978,0.06499731946505605,-0.0776924154889639,0.04489448927249181,0.03640837693000608,0.04700796291023651,-0.07769241548896386,-0.015882785035595082,0.21804641758470839,0.4577114427860697,0,0.05448529523853978,0.04489448927249181,19.212546052527596,19.212546052527596
eitaro_20260410_155023,SinBP_D,current_app_smoothed,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",203,19.212546052527596,19.628881074326458,-0.317426859538052,19.212546052527596,3.140849378619897,4.158753929452262,-0.317426859538052,-0.32593440920874617,0.973397394192029,0.4594594594594595,1,0.05448529523853978,0.04489448927249181,19.212546052527596,19.212546052527596
eitaro_20260410_155023,SinBP_D_EOnly,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,28.52195837221989,28.619918811264487,-0.21358635553828165,28.52195837221989,1.8604653007552656,2.4755307721103343,-0.21358635553828156,-0.18392796978435577,0.7775318931768335,0.4517766497461929,0,14.896559338460518,14.896559338460518,20.438098550639054,20.438098550639054
eitaro_20260410_155023,SinBP_D_EOnly,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,8.08385982158083,8.259444978294026,-0.3149709325067242,8.08385982158083,1.2991862421657814,1.736842249842532,-0.3149709325067241,-0.4453285432352165,1.436340514750734,0.49238578680203043,0,14.896559338460518,14.896559338460518,20.438098550639054,20.438098550639054
eitaro_20260410_155023,SinBP_D_EOnly,current_app_smoothed,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,14.896559338460518,14.925883049998175,-0.061507389442006434,14.896559338460518,0.7077801400488765,0.935213737148126,-0.06150738944200646,-1.2723881320669268,20.669862077034402,0.5126903553299492,0,14.896559338460518,14.896559338460518,20.438098550639054,20.438098550639054
eitaro_20260410_155023,SinBP_D_EOnly,current_app_smoothed,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,20.438098550639054,20.755384638533027,-0.3709907255316347,20.438098550639054,2.9240698776506395,3.7681149955728293,-0.3709907255316349,-0.2721238771607056,0.7012350026830595,0.5,1,14.896559338460518,14.896559338460518,20.438098550639054,20.438098550639054
eitaro_20260410_155023,SinBP_D_E2,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,27.514229275053935,27.598689297610072,-0.13817343137566737,27.514229275053935,1.7251995422872748,2.2568115768822774,-0.13817343137566726,-0.10402541700330302,0.6552952131944288,0.4517766497461929,0,14.163969788784085,14.163969788784085,20.025389229404777,20.025389229404777
eitaro_20260410_155023,SinBP_D_E2,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,7.488840045649156,7.6826862207328706,-0.387432029889286,7.488840045649156,1.311651774351925,1.7656150057201294,-0.387432029889286,-0.5414969125994281,1.4060497234780869,0.5076142131979695,0,14.163969788784085,14.163969788784085,20.025389229404777,20.025389229404777
eitaro_20260410_155023,SinBP_D_E2,current_app_smoothed,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,14.163969788784085,14.189022284146954,-0.09317641304469952,14.163969788784085,0.6718713267820512,0.8474903662937116,-0.09317641304469958,-1.7229167842012767,18.586034791525858,0.5228426395939086,0,14.163969788784085,14.163969788784085,20.025389229404777,20.025389229404777
eitaro_20260410_155023,SinBP_D_E2,current_app_smoothed,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,20.025389229404777,20.337770008229924,-0.35334358214865097,20.025389229404777,2.872074328250532,3.7041226214840712,-0.35334358214865125,-0.25269589868873177,0.679056627363226,0.4891304347826087,1,14.163969788784085,14.163969788784085,20.025389229404777,20.025389229404777
eitaro_20260410_155023,SinBP_D_LocalA,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,30.703767635213204,30.797828224884316,-0.25415399430341934,30.703767635213204,1.9038701333657995,2.5085929502931497,-0.25415399430341945,-0.21021501031279569,0.7783527444425651,0.49746192893401014,0,17.22144215127861,17.22144215127861,20.223488225901896,20.223488225901896
eitaro_20260410_155023,SinBP_D_LocalA,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,10.480279409311311,10.583355954801704,-0.35150772979900513,10.480279409311311,1.1206734255581716,1.516373710449179,-0.35150772979900524,-0.37919344991638776,1.1064544734157105,0.4720812182741117,0,17.22144215127861,17.22144215127861,20.223488225901896,20.223488225901896
eitaro_20260410_155023,SinBP_D_LocalA,current_app_smoothed,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,17.22144215127861,17.23516070567299,-0.050106419480004695,17.22144215127861,0.4940618905510611,0.6875825716639821,-0.050106419480004695,-0.7612703377066954,15.176666013466962,0.5126903553299492,0,17.22144215127861,17.22144215127861,20.223488225901896,20.223488225901896
eitaro_20260410_155023,SinBP_D_LocalA,current_app_smoothed,PP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",199,20.223488225901896,20.543932544078494,-0.3729133441309741,20.223488225901896,2.926481531179691,3.755449565086437,-0.37291334413097416,-0.2682194383719581,0.6995176759194792,0.5,1,17.22144215127861,17.22144215127861,20.223488225901896,20.223488225901896
eitaro_20260410_155023,SinBP_M,current_app_smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,12.49759903872355,12.733357988708022,-0.27080717355278494,12.49759903872355,1.88003756970206,2.49936003299772,-0.27080717355278494,-0.20818093655849676,0.8229474951279574,0.4835164835164835,0,0.06211817206608832,0.05562171214640249,18.66296598986572,18.66296598986572
eitaro_20260410_155023,SinBP_M,current_app_smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,6.165366951142171,6.286057829947882,-0.27732118525493865,-6.165366951142171,0.9398318212834472,1.2562429170991318,-0.27732118525493865,-0.21271467503787497,0.8206113292242977,0.46703296703296704,0,0.06211817206608832,0.05562171214640249,18.66296598986572,18.66296598986572
eitaro_20260410_155023,SinBP_M,current_app_smoothed,MAP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",183,0.06211817206608832,0.07241298565755416,0.08927679732163758,0.05562171214640249,0.03549686808899347,0.04637305045951732,0.08927679732163761,0.004983177866730508,0.055225303813035684,0.532967032967033,0,0.06211817206608832,0.05562171214640249,18.66296598986572,18.66296598986572
