経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, A_used, HR_used, V2P_relTTP_used, P2V_relTTP_used, SBP, DBP, IBI_input_ms, IBI_smoothed_ms, used_smoothed_ibi, SBP_raw, DBP_raw, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason, MAP_raw, PP_raw, MAP_smoothed, PP_smoothed, MAP_calibrated, PP_calibrated, SBP_smoothed, DBP_smoothed, SBP_calibrated, DBP_calibrated, postprocess_applied, POST_map_a, POST_map_b, POST_pp_a, POST_pp_b, POST_alpha_map, POST_alpha_pp
0.021, 9.1100, 83.5208, -0.5366, -0.3577, 9.1100, 83.5208, -0.5366, -0.3577, 122.58, 85.91, 711.0000, 718.3843, 1, 122.58, 85.91, 0, 0, 1, ok, ok, 98.1345, 36.6696, 98.1345, 36.6696, 98.1345, 36.6696, 122.58, 85.91, 122.58, 85.91, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
0.144, 8.1074, 83.9522, -0.5105, -0.4641, 8.1074, 83.9522, -0.5105, -0.4641, 122.36, 86.02, 765.0000, 714.6921, 1, 122.36, 86.02, 0, 0, 1, ok, ok, 98.1357, 36.3341, 98.1349, 36.5019, 98.1349, 36.5019, 122.47, 85.97, 122.47, 85.97, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
0.777, 8.4724, 81.0980, -0.3882, -0.5176, 8.4724, 81.0980, -0.3882, -0.5176, 121.03, 86.69, 625.0000, 739.8461, 1, 121.03, 86.69, 0, 0, 1, ok, ok, 98.1350, 34.3393, 98.1349, 35.4206, 98.1349, 35.4206, 121.75, 86.33, 121.75, 86.33, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
1.422, 9.1428, 87.9220, -0.5808, -0.5280, 9.1428, 87.9220, -0.5808, -0.5280, 121.41, 86.50, 671.0000, 682.4230, 1, 121.41, 86.50, 0, 0, 1, ok, ok, 98.1385, 34.9135, 98.1360, 35.1670, 98.1360, 35.1670, 121.58, 86.41, 121.58, 86.41, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
2.079, 9.1701, 88.6641, -0.5410, -0.3934, 9.1701, 88.6641, -0.5410, -0.3934, 123.02, 85.68, 655.0000, 676.7115, 1, 123.02, 85.68, 0, 0, 1, ok, ok, 98.1287, 37.3429, 98.1338, 36.2550, 98.1338, 36.2550, 122.30, 86.05, 122.30, 86.05, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
2.782, 9.1088, 90.1096, -0.5542, -0.4534, 9.1088, 90.1096, -0.5542, -0.4534, 122.66, 85.87, 683.0000, 665.8558, 1, 122.66, 85.87, 0, 0, 1, ok, ok, 98.1301, 36.7929, 98.1327, 36.5239, 98.1327, 36.5239, 122.48, 85.96, 122.48, 85.96, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
3.392, 9.0633, 88.9643, -0.5315, -0.4348, 9.0633, 88.9643, -0.5315, -0.4348, 122.72, 85.84, 632.0000, 674.4279, 1, 122.72, 85.84, 0, 0, 1, ok, ok, 98.1294, 36.8808, 98.1317, 36.7024, 98.1317, 36.7024, 122.60, 85.90, 122.60, 85.90, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
4.055, 8.9762, 91.8535, -0.5744, -0.3655, 8.9762, 91.8535, -0.5744, -0.3655, 124.03, 85.17, 653.0000, 653.2139, 1, 124.03, 85.17, 0, 0, 1, ok, ok, 98.1245, 38.8620, 98.1295, 37.7822, 98.1295, 37.7822, 123.32, 85.54, 123.32, 85.54, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
4.758, 9.1201, 91.8686, -0.6064, -0.4548, 9.1201, 91.8686, -0.6064, -0.4548, 122.91, 85.74, 699.0000, 653.1070, 1, 122.91, 85.74, 0, 0, 1, ok, ok, 98.1309, 37.1681, 98.1299, 37.4751, 98.1299, 37.4751, 123.11, 85.64, 123.11, 85.64, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
5.463, 8.7098, 88.7504, -0.5193, -0.4249, 8.7098, 88.7504, -0.5193, -0.4249, 123.10, 85.64, 704.0000, 676.0535, 1, 123.10, 85.64, 0, 0, 1, ok, ok, 98.1280, 37.4574, 98.1294, 37.4663, 98.1294, 37.4663, 123.11, 85.64, 123.11, 85.64, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
6.096, 3.6852, 86.9532, -0.5625, -0.4688, 3.6852, 86.9532, -0.5625, -0.4688, 126.60, 83.89, 627.0000, 690.0267, 1, 126.60, 83.89, 0, 0, 1, ok, ok, 98.1290, 42.7036, 98.1293, 40.0850, 98.1293, 40.0850, 124.85, 84.77, 124.85, 84.77, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
6.775, 4.9621, 91.1143, -0.5247, -0.3684, 4.9621, 91.1143, -0.5247, -0.3684, 127.35, 83.50, 694.0000, 658.5134, 1, 127.35, 83.50, 0, 0, 1, ok, ok, 98.1173, 43.8463, 98.1257, 41.9656, 98.1257, 41.9656, 126.10, 84.14, 126.10, 84.14, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
7.430, 4.5675, 88.7237, -0.5706, -0.4755, 4.5675, 88.7237, -0.5706, -0.4755, 126.07, 84.16, 637.0000, 676.2567, 1, 126.07, 84.16, 0, 0, 1, ok, ok, 98.1283, 41.9093, 98.1265, 41.9375, 98.1265, 41.9375, 126.08, 84.15, 126.08, 84.15, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
7.999, 4.4696, 91.3759, -0.5181, -0.4144, 4.4696, 91.3759, -0.5181, -0.4144, 127.31, 83.52, 595.0000, 656.6283, 1, 127.31, 83.52, 0, 0, 1, ok, ok, 98.1180, 43.7927, 98.1239, 42.8651, 98.1239, 42.8651, 126.70, 83.84, 126.70, 83.84, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
8.662, 8.7165, 95.8751, -0.6655, -0.3882, 8.7165, 95.8751, -0.6655, -0.3882, 124.65, 84.86, 661.0000, 625.8142, 1, 124.65, 84.86, 0, 0, 1, ok, ok, 98.1251, 39.7899, 98.1243, 41.3275, 98.1243, 41.3275, 125.68, 84.35, 125.68, 84.35, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
9.303, 7.7598, 93.2536, -0.5991, -0.3994, 7.7598, 93.2536, -0.5991, -0.3994, 124.93, 84.72, 622.0000, 643.4071, 1, 124.93, 84.72, 0, 0, 1, ok, ok, 98.1240, 40.2136, 98.1242, 40.7705, 98.1242, 40.7705, 125.30, 84.53, 125.30, 84.53, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
9.906, 8.7934, 94.8311, -0.5836, -0.3714, 8.7934, 94.8311, -0.5836, -0.3714, 124.64, 84.86, 619.0000, 632.7035, 1, 124.64, 84.86, 0, 0, 1, ok, ok, 98.1207, 39.7722, 98.1231, 40.2714, 98.1231, 40.2714, 124.97, 84.70, 124.97, 84.70, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
10.470, 8.7420, 95.8693, -0.5331, -0.3732, 8.7420, 95.8693, -0.5331, -0.3732, 124.87, 84.74, 558.0000, 625.8518, 1, 124.87, 84.74, 0, 0, 1, ok, ok, 98.1158, 40.1272, 98.1209, 40.1993, 98.1209, 40.1993, 124.92, 84.72, 124.92, 84.72, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
11.036, 8.7420, 101.3640, -0.5914, -0.4140, 8.7420, 101.3640, -0.5914, -0.4140, 125.34, 84.50, 570.0000, 591.9259, 1, 125.34, 84.50, 0, 0, 1, ok, ok, 98.1132, 40.8363, 98.1186, 40.5178, 98.1186, 40.5178, 125.13, 84.61, 125.13, 84.61, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
11.680, 5.8324, 103.2768, -0.5789, -0.4053, 5.8324, 103.2768, -0.5789, -0.4053, 128.27, 83.02, 627.0000, 580.9629, 1, 128.27, 83.02, 0, 0, 1, ok, ok, 98.1053, 45.2489, 98.1146, 42.8834, 98.1146, 42.8834, 126.70, 83.82, 126.70, 83.82, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
12.270, 4.6191, 99.3408, -0.4211, -0.4737, 4.6191, 99.3408, -0.4211, -0.4737, 127.96, 83.17, 589.0000, 603.9815, 1, 127.96, 83.17, 0, 0, 1, ok, ok, 98.1025, 44.7926, 98.1110, 43.8380, 98.1110, 43.8380, 127.34, 83.50, 127.34, 83.50, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
12.879, 3.0689, 99.3408, -0.6723, -0.8404, 4.6191, 99.3408, -0.4211, -0.4737, 127.96, 83.17, 620.0000, 603.9815, 1, 127.96, 83.17, 0, 0, 0, ok, rel_ttp_sum_out_of_range, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
13.545, 2.8227, 99.3408, -0.6919, -0.7984, 4.6191, 99.3408, -0.4211, -0.4737, 127.96, 83.17, 658.0000, 603.9815, 1, 127.96, 83.17, 0, 0, 0, ok, rel_ttp_sum_out_of_range, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
14.139, 3.4888, 94.7684, -0.6018, -0.3511, 3.4888, 94.7684, -0.6018, -0.3511, 129.40, 82.47, 597.0000, 633.1227, 1, 129.40, 82.47, 0, 0, 1, ok, ok, 98.1141, 46.9227, 98.1119, 45.3803, 98.1119, 45.3803, 128.37, 82.99, 128.37, 82.99, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
14.711, 6.2793, 97.5512, -0.6080, -0.3317, 6.2793, 97.5512, -0.6080, -0.3317, 127.69, 83.32, 595.0000, 615.0613, 1, 127.69, 83.32, 0, 0, 1, ok, ok, 98.1130, 44.3668, 98.1122, 44.8735, 98.1122, 44.8735, 128.03, 83.15, 128.03, 83.15, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
15.383, 9.2996, 99.1685, -0.6655, -0.3328, 9.2996, 99.1685, -0.6655, -0.3328, 125.33, 84.51, 670.0000, 605.0307, 1, 125.33, 84.51, 0, 0, 1, ok, ok, 98.1183, 40.8212, 98.1141, 42.8474, 98.1141, 42.8474, 126.68, 83.83, 126.68, 83.83, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
16.115, 9.3925, 94.1154, -0.6403, -0.3940, 9.3925, 94.1154, -0.6403, -0.3940, 123.72, 85.33, 711.0000, 637.5153, 1, 123.72, 85.33, 0, 0, 1, ok, ok, 98.1272, 38.3834, 98.1180, 40.6154, 98.1180, 40.6154, 125.19, 84.58, 125.19, 84.58, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
16.818, 8.2416, 88.9868, -0.4641, -0.4177, 8.2416, 88.9868, -0.4641, -0.4177, 123.65, 85.36, 701.0000, 674.2577, 1, 123.65, 85.36, 0, 0, 1, ok, ok, 98.1231, 38.2935, 98.1196, 39.4544, 98.1196, 39.4544, 124.42, 84.97, 124.42, 84.97, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
17.383, 5.6057, 87.2564, -0.3766, -0.5178, 5.6057, 87.2564, -0.3766, -0.5178, 124.56, 84.90, 558.0000, 687.6288, 1, 124.56, 84.90, 0, 0, 1, ok, ok, 98.1212, 39.6606, 98.1201, 39.5575, 98.1201, 39.5575, 124.49, 84.93, 124.49, 84.93, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
18.096, 9.2500, 96.3369, -0.6505, -0.5323, 9.2500, 96.3369, -0.6505, -0.5323, 122.69, 85.85, 745.0000, 622.8144, 1, 122.69, 85.85, 0, 0, 1, ok, ok, 98.1307, 36.8454, 98.1232, 38.2015, 98.1232, 38.2015, 123.59, 85.39, 123.59, 85.39, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
18.659, 7.3107, 87.7312, -0.3973, -0.4416, 7.3107, 87.7312, -0.3973, -0.4416, 124.01, 85.18, 538.0000, 683.9072, 1, 124.01, 85.18, 0, 0, 1, ok, ok, 98.1206, 38.8308, 98.1224, 38.5161, 98.1224, 38.5161, 123.80, 85.28, 123.80, 85.28, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
19.294, 7.3107, 98.2071, -0.5502, -0.4907, 7.3107, 98.2071, -0.5502, -0.4907, 125.20, 84.58, 647.0000, 610.9536, 1, 125.20, 84.58, 0, 0, 1, ok, ok, 98.1169, 40.6205, 98.1208, 39.5683, 98.1208, 39.5683, 124.50, 84.93, 124.50, 84.93, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
19.967, 9.1778, 95.3930, -0.5611, -0.4080, 9.1778, 95.3930, -0.5611, -0.4080, 124.01, 85.18, 662.0000, 628.9768, 1, 124.01, 85.18, 0, 0, 1, ok, ok, 98.1205, 38.8356, 98.1207, 39.2019, 98.1207, 39.2019, 124.26, 85.05, 124.26, 85.05, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
20.529, 8.3772, 92.9529, -0.4985, -0.4486, 8.3772, 92.9529, -0.4985, -0.4486, 123.86, 85.25, 568.0000, 645.4884, 1, 123.86, 85.25, 0, 0, 1, ok, ok, 98.1210, 38.6129, 98.1208, 38.9074, 98.1208, 38.9074, 124.06, 85.15, 124.06, 85.15, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
21.157, 5.4170, 98.8885, -0.5810, -0.4067, 5.4170, 98.8885, -0.5810, -0.4067, 127.85, 83.24, 615.0000, 606.7442, 1, 127.85, 83.24, 0, 0, 1, ok, ok, 98.1116, 44.6095, 98.1180, 41.7585, 98.1180, 41.7585, 125.96, 84.20, 125.96, 84.20, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
21.805, 7.8462, 98.2202, -0.5902, -0.4829, 7.8462, 98.2202, -0.5902, -0.4829, 124.80, 84.78, 654.0000, 610.8721, 1, 124.80, 84.78, 0, 0, 1, ok, ok, 98.1198, 40.0251, 98.1186, 40.8918, 98.1186, 40.8918, 125.38, 84.49, 125.38, 84.49, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
22.394, 7.6390, 94.8713, -0.5550, -0.4037, 7.6390, 94.8713, -0.5550, -0.4037, 125.29, 84.53, 612.0000, 632.4361, 1, 125.29, 84.53, 0, 0, 1, ok, ok, 98.1187, 40.7629, 98.1186, 40.8273, 98.1186, 40.8273, 125.34, 84.51, 125.34, 84.51, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
23.035, 8.9510, 96.4292, -0.6471, -0.3775, 8.9510, 96.4292, -0.6471, -0.3775, 124.68, 84.85, 636.0000, 622.2180, 1, 124.68, 84.85, 0, 0, 1, ok, ok, 98.1228, 39.8285, 98.1199, 40.3279, 98.1199, 40.3279, 125.01, 84.68, 125.01, 84.68, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
23.671, 9.0456, 95.3730, -0.5708, -0.3616, 9.0456, 95.3730, -0.5708, -0.3616, 124.63, 84.86, 627.0000, 629.1090, 1, 124.63, 84.86, 0, 0, 1, ok, ok, 98.1189, 39.7623, 98.1196, 40.0451, 98.1196, 40.0451, 124.82, 84.77, 124.82, 84.77, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
24.301, 9.1854, 95.5331, -0.5789, -0.4211, 9.1854, 95.5331, -0.5789, -0.4211, 123.88, 85.25, 644.0000, 628.0545, 1, 123.88, 85.25, 0, 0, 1, ok, ok, 98.1221, 38.6300, 98.1203, 39.3376, 98.1203, 39.3376, 124.35, 85.01, 124.35, 85.01, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
24.938, 9.0145, 94.3356, -0.6134, -0.4099, 9.0145, 94.3356, -0.6134, -0.4099, 123.92, 85.23, 632.0000, 636.0273, 1, 123.92, 85.23, 0, 0, 1, ok, ok, 98.1254, 38.6896, 98.1218, 39.0136, 98.1218, 39.0136, 124.13, 85.12, 124.13, 85.12, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
