経過時間_秒, A, HR, Mean, Phi, A_used, HR_used, Mean_used, sinPhi_used, cosPhi_used, SBP, DBP, sinPhi, cosPhi, fit_a, fit_b, fit_rmse, IBI_current_ms, IBI_smoothed_ms, used_smoothed_ibi, beat_sample_count, beat_min, beat_max, beat_range, beat_std, systole_ratio, diastole_ratio, SBP_raw, DBP_raw, SBP_attempt_final, DBP_attempt_final, constraint_applied, clamp_applied, feature_clamp_applied, output_valid, feature_clamp_reason, reject_reason, MAP_raw, PP_raw, MAP_smoothed, PP_smoothed, MAP_calibrated, PP_calibrated, SBP_smoothed, DBP_smoothed, SBP_calibrated, DBP_calibrated, postprocess_applied, POST_map_a, POST_map_b, POST_pp_a, POST_pp_b, POST_alpha_map, POST_alpha_pp
6.760, 3.7107, 85.9523, 6.9450, 1.7265, 3.7107, 85.9523, 6.9450, 0.9879, -0.1550, 122.66, 85.89, 0.9879, -0.1550, -0.5753, 3.6658, 0.9219, 725.0000, 698.0613, 1, 22, 1.0759, 9.9045, 8.8286, 2.7811, 0.4869, 0.5131, 122.66, 85.89, 122.66, 85.89, 0, 0, 0, 1, ok, ok, 98.1457, 36.7646, 98.1482, 35.5270, 98.1482, 35.5270, 121.83, 86.31, 121.83, 86.31, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
7.488, 3.4825, 84.9821, 6.9854, 1.6253, 3.4825, 84.9821, 6.9854, 0.9985, -0.0544, 122.97, 85.74, 0.9985, -0.0544, -0.1896, 3.4774, 0.8401, 667.0000, 706.0307, 1, 20, 1.3800, 9.8506, 8.4706, 2.6019, 0.4963, 0.5037, 122.97, 85.74, 122.97, 85.74, 0, 0, 0, 1, ok, ok, 98.1482, 37.2341, 98.1482, 36.3806, 98.1482, 36.3806, 122.40, 86.02, 122.40, 86.02, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
8.136, 3.9931, 82.8140, 6.4841, 1.6416, 3.9931, 82.8140, 6.4841, 0.9975, -0.0708, 121.40, 86.52, 0.9975, -0.0708, -0.2827, 3.9831, 0.8421, 719.0000, 724.5153, 1, 21, 0.6320, 9.8359, 9.2040, 2.9464, 0.4812, 0.5188, 121.40, 86.52, 121.40, 86.52, 0, 0, 0, 1, ok, ok, 98.1490, 34.8722, 98.1484, 35.6264, 98.1484, 35.6264, 121.90, 86.27, 121.90, 86.27, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
8.930, 3.6879, 0.0000, 7.0238, 1.6654, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 121.40, 86.52, 0.9955, -0.0944, -0.3483, 3.6715, 1.0552, 755.0000, 0.0000, 0, 23, 0.7016, 9.9072, 9.2055, 2.8131, 0.5007, 0.4993, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
9.670, 3.2543, 81.2316, 6.9511, 1.2877, 3.2543, 81.2316, 6.9511, 0.9602, 0.2793, 124.14, 85.15, 0.9602, 0.2793, 0.9089, 3.1248, 0.7319, 625.0000, 738.6288, 1, 18, 1.5390, 9.8625, 8.3234, 2.4147, 0.4576, 0.5424, 124.14, 85.15, 124.14, 85.15, 0, 0, 0, 1, ok, ok, 98.1474, 38.9843, 98.1481, 37.3054, 98.1481, 37.3054, 123.02, 85.71, 123.02, 85.71, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
10.306, 4.6467, 81.2112, 4.5280, 1.6189, 4.6467, 81.2112, 4.5280, 0.9988, -0.0481, 119.42, 87.53, 0.9988, -0.0481, -0.2234, 4.6413, 0.5152, 803.0000, 738.8144, 1, 24, 0.2886, 9.8655, 9.5769, 3.3258, 0.4633, 0.5367, 119.42, 87.53, 119.42, 87.53, 0, 0, 0, 1, ok, ok, 98.1593, 31.8844, 98.1515, 34.5949, 98.1515, 34.5949, 121.21, 86.62, 121.21, 86.62, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
11.070, 3.7210, 0.0000, 6.9169, 1.4491, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 119.42, 87.53, 0.9926, 0.1214, 0.4518, 3.6934, 1.0304, 731.0000, 0.0000, 0, 22, 0.6587, 9.9477, 9.2890, 2.8257, 0.4419, 0.5581, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
11.806, 3.5212, 82.0004, 6.9230, 1.3244, 3.5212, 82.0004, 6.9230, 0.9698, 0.2439, 123.32, 85.56, 0.9698, 0.2439, 0.8589, 3.4148, 0.8470, 641.0000, 731.7036, 1, 20, 1.2581, 9.8692, 8.6111, 2.6300, 0.4243, 0.5757, 123.32, 85.56, 123.32, 85.56, 0, 0, 0, 1, ok, ok, 98.1461, 37.7553, 98.1499, 36.1751, 98.1499, 36.1751, 122.27, 86.09, 122.27, 86.09, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
12.477, 4.3435, 82.4910, 3.8756, 1.7215, 4.3435, 82.4910, 3.8756, 0.9887, -0.1502, 120.45, 87.02, 0.9887, -0.1502, -0.6522, 4.2942, 0.8351, 777.0000, 727.3518, 1, 23, 0.1943, 9.8292, 9.6348, 3.1828, 0.4775, 0.5225, 120.45, 87.02, 120.45, 87.02, 0, 0, 0, 1, ok, ok, 98.1655, 33.4318, 98.1546, 34.8035, 98.1546, 34.8035, 121.36, 86.55, 121.36, 86.55, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
13.244, 4.4647, 85.8153, 5.2301, 1.4176, 4.4647, 85.8153, 5.2301, 0.9883, 0.1526, 120.80, 86.83, 0.9883, 0.1526, 0.6814, 4.4124, 0.3474, 716.0000, 699.1759, 1, 21, 0.5002, 9.5967, 9.0965, 3.1761, 0.4874, 0.5126, 120.80, 86.83, 120.80, 86.83, 0, 0, 0, 1, ok, ok, 98.1514, 33.9682, 98.1536, 34.3858, 98.1536, 34.3858, 121.08, 86.69, 121.08, 86.69, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
13.951, 4.5374, 81.2361, 5.6410, 1.2641, 4.5374, 81.2361, 5.6410, 0.9533, 0.3019, 120.94, 86.75, 0.9533, 0.3019, 1.3698, 4.3257, 0.5717, 674.0000, 738.5880, 1, 20, 0.4301, 9.7663, 9.3361, 3.2590, 0.4466, 0.5534, 120.94, 86.75, 120.94, 86.75, 0, 0, 0, 1, ok, ok, 98.1464, 34.1831, 98.1515, 34.2845, 98.1515, 34.2845, 121.01, 86.72, 121.01, 86.72, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
14.614, 4.7243, 84.0579, 5.6979, 1.7379, 4.7243, 84.0579, 5.6979, 0.9861, -0.1664, 119.80, 87.32, 0.9861, -0.1664, -0.7859, 4.6584, 0.5091, 782.0000, 713.7940, 1, 24, 0.5550, 9.8194, 9.2644, 3.3791, 0.4898, 0.5102, 119.80, 87.32, 119.80, 87.32, 0, 0, 0, 1, ok, ok, 98.1479, 32.4827, 98.1504, 33.3836, 98.1504, 33.3836, 120.41, 87.02, 120.41, 87.02, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
15.256, 3.3836, 87.6044, 6.8764, 1.6929, 3.3836, 87.6044, 6.8764, 0.9925, -0.1218, 123.60, 85.42, 0.9925, -0.1218, -0.4123, 3.3584, 0.7106, 687.0000, 684.8970, 1, 20, 1.4240, 9.8617, 8.4378, 2.4959, 0.5022, 0.4978, 123.60, 85.42, 123.60, 85.42, 0, 0, 0, 1, ok, ok, 98.1482, 38.1818, 98.1498, 35.7827, 98.1498, 35.7827, 122.00, 86.22, 122.00, 86.22, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
15.949, 2.1686, 88.8957, 7.9770, 1.3817, 2.1686, 88.8957, 7.6781, 0.9822, 0.1880, 127.32, 83.56, 0.9822, 0.1880, 0.4077, 2.1299, 0.2546, 662.0000, 674.9485, 1, 20, 5.4317, 9.8931, 4.4614, 1.5544, 0.4517, 0.5483, 127.32, 83.56, 127.32, 83.56, 0, 0, 1, 1, Mean:7.9770->7.6781, ok, 98.1489, 43.7582, 98.1495, 39.7704, 98.1495, 39.7704, 124.66, 84.89, 124.66, 84.89, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
16.617, 2.7999, 88.1738, 7.2987, 1.4934, 2.7999, 88.1738, 7.2987, 0.9970, 0.0773, 125.22, 84.61, 0.9970, 0.0773, 0.2166, 2.7915, 0.3935, 660.0000, 680.4742, 1, 20, 3.5390, 9.8324, 6.2934, 2.0186, 0.4939, 0.5061, 125.22, 84.61, 125.22, 84.61, 0, 0, 0, 1, ok, ok, 98.1489, 40.6042, 98.1493, 40.1873, 98.1493, 40.1873, 124.94, 84.75, 124.94, 84.75, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
17.281, 2.0009, 88.0105, 8.2533, 1.1626, 2.0009, 88.0105, 7.6781, 0.9178, 0.3970, 129.13, 82.65, 0.9178, 0.3970, 0.7943, 1.8365, 0.3828, 692.0000, 681.7371, 1, 21, 5.6538, 9.8806, 4.2268, 1.4657, 0.4350, 0.5650, 129.13, 82.65, 129.13, 82.65, 0, 0, 1, 1, Mean:8.2533->7.6781, ok, 98.1442, 46.4818, 98.1478, 43.3345, 98.1478, 43.3345, 127.04, 83.70, 127.04, 83.70, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
17.852, 3.1708, 90.9961, 6.9077, 1.7737, 3.1708, 90.9961, 6.9077, 0.9795, -0.2015, 124.76, 84.84, 0.9795, -0.2015, -0.6389, 3.1057, 0.5224, 680.0000, 659.3686, 1, 20, 2.6979, 9.8259, 7.1280, 2.3021, 0.5044, 0.4956, 124.76, 84.84, 124.76, 84.84, 0, 0, 0, 1, ok, ok, 98.1471, 39.9254, 98.1476, 41.6300, 98.1476, 41.6300, 125.90, 84.27, 125.90, 84.27, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
18.523, 2.1067, 96.4345, 7.8288, 1.4627, 2.1067, 96.4345, 7.6781, 0.9942, 0.1079, 128.04, 83.20, 0.9942, 0.1079, 0.2273, 2.0944, 0.2059, 640.0000, 622.1843, 1, 19, 5.6757, 9.8208, 4.1451, 1.5038, 0.4328, 0.5672, 128.04, 83.20, 128.04, 83.20, 0, 0, 1, 1, Mean:7.8288->7.6781, ok, 98.1470, 44.8448, 98.1474, 43.2374, 98.1474, 43.2374, 126.97, 83.73, 126.97, 83.73, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
19.171, 1.9633, 92.6509, 7.9165, 1.3246, 1.9633, 92.6509, 7.6781, 0.9699, 0.2437, 128.57, 82.93, 0.9699, 0.2437, 0.4784, 1.9041, 0.2732, 591.0000, 647.5921, 1, 18, 5.8392, 9.8390, 3.9997, 1.4149, 0.3942, 0.6058, 128.57, 82.93, 128.57, 82.93, 0, 0, 1, 1, Mean:7.9165->7.6781, ok, 98.1473, 45.6371, 98.1474, 44.4373, 98.1474, 44.4373, 127.77, 83.33, 127.77, 83.33, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
19.828, 4.3317, 94.0740, 5.4380, 1.7749, 4.3317, 94.0740, 5.4380, 0.9792, -0.2027, 122.07, 86.19, 0.9792, -0.2027, -0.8781, 4.2418, 0.3484, 661.0000, 637.7961, 1, 20, 0.6694, 9.6005, 8.9311, 3.0827, 0.5295, 0.4705, 122.07, 86.19, 122.07, 86.19, 0, 0, 0, 1, ok, ok, 98.1474, 35.8775, 98.1474, 40.1574, 98.1474, 40.1574, 124.92, 84.76, 124.92, 84.76, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
20.462, 3.8645, 92.6072, 5.4166, 1.8312, 3.8645, 92.6072, 5.4166, 0.9663, -0.2575, 123.33, 85.56, 0.9663, -0.2575, -0.9950, 3.7342, 0.4359, 614.0000, 647.8980, 1, 18, 0.7456, 9.0876, 8.3420, 2.7672, 0.5244, 0.4756, 123.33, 85.56, 123.33, 85.56, 0, 0, 0, 1, ok, ok, 98.1511, 37.7702, 98.1485, 38.9638, 98.1485, 38.9638, 124.12, 85.16, 124.12, 85.16, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
21.162, 3.9327, 93.0306, 4.4217, 1.8959, 3.9327, 93.0306, 4.4217, 0.9476, -0.3194, 123.50, 85.48, 0.9476, -0.3194, -1.2563, 3.7266, 0.2970, 672.0000, 644.9490, 1, 20, 0.4599, 8.6597, 8.1998, 2.7967, 0.4970, 0.5030, 123.50, 85.48, 123.50, 85.48, 0, 0, 0, 1, ok, ok, 98.1564, 38.0209, 98.1509, 38.4923, 98.1509, 38.4923, 123.81, 85.32, 123.81, 85.32, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
21.824, 4.0956, 89.1564, 4.2153, 1.8007, 4.0956, 89.1564, 4.2153, 0.9737, -0.2279, 122.14, 86.17, 0.9737, -0.2279, -0.9334, 3.9879, 0.5484, 641.0000, 672.9745, 1, 19, 0.4037, 9.5731, 9.1694, 2.9475, 0.4758, 0.5242, 122.14, 86.17, 122.14, 86.17, 0, 0, 0, 1, ok, ok, 98.1605, 35.9676, 98.1538, 37.2300, 98.1538, 37.2300, 122.97, 85.74, 122.97, 85.74, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
22.496, 4.2343, 89.1547, 5.0513, 1.4219, 4.2343, 89.1547, 5.0513, 0.9889, 0.1484, 121.74, 86.36, 0.9889, 0.1484, 0.6283, 4.1874, 0.3926, 710.0000, 672.9873, 1, 21, 0.3874, 9.7164, 9.3290, 3.0197, 0.4859, 0.5141, 121.74, 86.36, 121.74, 86.36, 0, 0, 0, 1, ok, ok, 98.1530, 35.3880, 98.1535, 36.3090, 98.1535, 36.3090, 122.36, 86.05, 122.36, 86.05, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
23.164, 3.2343, 90.6353, 3.6645, 1.7098, 3.2343, 90.6353, 3.6645, 0.9904, -0.1385, 124.19, 85.16, 0.9904, -0.1385, -0.4481, 3.2031, 0.5330, 666.0000, 661.9936, 1, 21, 0.4275, 7.9599, 7.5324, 2.3483, 0.4640, 0.5360, 124.19, 85.16, 124.19, 85.16, 0, 0, 0, 1, ok, ok, 98.1717, 39.0291, 98.1590, 37.6690, 98.1590, 37.6690, 123.27, 85.60, 123.27, 85.60, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
23.934, 2.0685, 88.8235, 2.2343, 1.1869, 2.0685, 88.8235, 2.5455, 0.9272, 0.3746, 128.56, 83.00, 0.9272, 0.3746, 0.7748, 1.9180, 0.7307, 647.0000, 675.4968, 1, 19, 0.1927, 6.0397, 5.8470, 1.6350, 0.4173, 0.5827, 128.56, 83.00, 128.56, 83.00, 0, 0, 1, 1, Mean:2.2343->2.5455, ok, 98.1825, 45.5605, 98.1660, 41.6148, 98.1660, 41.6148, 125.91, 84.29, 125.91, 84.29, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
24.633, 1.0537, 82.6733, 1.8660, 1.1034, 1.4079, 82.6733, 2.5455, 0.8928, 0.4505, 128.56, 83.00, 0.8928, 0.4505, 0.4747, 0.9407, 0.4782, 699.0000, 725.7484, 1, 21, 0.2060, 3.2030, 2.9970, 0.8853, 0.3720, 0.6280, 0.00, 0.00, 0.00, 0.00, 0, 0, 1, 0, A:1.0537->1.4079|Mean:1.8660->2.5455, feature_support_violation, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
25.342, 2.9073, 0.0000, 3.1516, 2.1174, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 128.56, 83.00, 0.8543, -0.5198, -1.5112, 2.4837, 1.6648, 774.0000, 0.0000, 0, 23, 0.3715, 9.8480, 9.4766, 2.6453, 0.4302, 0.5698, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
26.041, 4.4827, 84.8132, 5.4296, 1.3812, 4.4827, 84.8132, 5.4296, 0.9821, 0.1884, 120.80, 86.82, 0.9821, 0.1884, 0.8448, 4.4024, 0.5091, 674.0000, 707.4371, 1, 20, 0.2734, 9.7173, 9.4440, 3.2104, 0.4599, 0.5401, 120.80, 86.82, 120.80, 86.82, 0, 0, 0, 1, ok, ok, 98.1496, 33.9751, 98.1611, 37.7949, 98.1611, 37.7949, 123.36, 85.56, 123.36, 85.56, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
26.842, 3.8634, 84.4216, 4.1097, 1.2564, 3.8634, 84.4216, 4.1097, 0.9510, 0.3093, 123.00, 85.74, 0.9510, 0.3093, 1.1948, 3.6740, 0.8067, 705.0000, 710.7186, 1, 21, 0.3914, 9.6226, 9.2312, 2.8485, 0.4865, 0.5135, 123.00, 85.74, 123.00, 85.74, 0, 0, 0, 1, ok, ok, 98.1613, 37.2543, 98.1612, 37.5246, 98.1612, 37.5246, 123.18, 85.65, 123.18, 85.65, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
27.580, 3.8779, 0.0000, 4.1098, 2.0778, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 123.00, 85.74, 0.8742, -0.4855, -1.8829, 3.3901, 1.1860, 721.0000, 0.0000, 0, 22, 0.4137, 9.8024, 9.3887, 2.9875, 0.4452, 0.5548, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, poor_sine_fit, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
28.483, 3.0476, 80.9520, 3.4795, 1.8584, 3.0476, 80.9520, 3.4795, 0.9589, -0.2837, 124.12, 85.21, 0.9589, -0.2837, -0.8645, 2.9225, 0.6296, 733.0000, 741.1796, 1, 22, 0.3117, 8.2044, 7.8927, 2.2451, 0.5389, 0.4611, 124.12, 85.21, 124.12, 85.21, 0, 0, 0, 1, ok, ok, 98.1773, 38.9088, 98.1660, 38.2167, 98.1660, 38.2167, 123.64, 85.43, 123.64, 85.43, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
29.004, 3.0476, 80.9520, 3.4795, 1.8584, 3.0476, 80.9520, 3.4795, 0.9589, -0.2837, 124.12, 85.21, 0.9589, -0.2837, -0.8645, 2.9225, 0.6296, 733.0000, 741.1796, 1, 22, 0.3117, 8.2044, 7.8927, 2.2451, 0.5389, 0.4611, 124.12, 85.21, 124.12, 85.21, 0, 0, 0, 1, ok, ok, 98.1773, 38.9088, 98.1694, 38.5627, 98.1694, 38.5627, 123.88, 85.32, 123.88, 85.32, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
29.718, 1.8111, 88.4245, 1.9545, 0.8676, 1.8111, 88.4245, 2.5455, 0.7628, 0.6466, 132.80, 80.86, 0.7628, 0.6466, 1.1711, 1.3815, 0.9307, 572.0000, 678.5449, 1, 17, 0.2748, 5.8195, 5.5447, 1.5831, 0.4178, 0.5822, 132.80, 80.86, 132.80, 80.86, 0, 0, 1, 1, Mean:1.9545->2.5455, ok, 98.1692, 51.9391, 98.1694, 45.2509, 98.1694, 45.2509, 128.34, 83.09, 128.34, 83.09, 1, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
30.421, 2.7071, 0.0000, 2.6362, 2.4298, 0.0000, 0.0000, 0.0000, 0.0000, 1.0000, 132.80, 80.86, 0.6532, -0.7572, -2.0497, 1.7684, 1.8443, 881.0000, 0.0000, 0, 27, 0.2729, 9.1131, 8.8402, 2.6582, 0.4415, 0.5585, 0.00, 0.00, 0.00, 0.00, 0, 0, 0, 0, ok, rapid_ibi_change, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0.000000, 1.000000, 0.000000, 1.000000, 0.300000, 0.500000
